PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hclinic_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
111950,27-JUL-12,30-NOV-12,As Submitted,1,GEORGIA MOUNTAINS HEALTH,218 N FREDRICK ST,,DALTON,GA,30721,WHITFIELD
111951,18-SEP-12,30-JUN-13,Settled,2,ATHENS NEIGHBORHOOD HEALTH CENTER,675 COLLEGE AVENUE,,ATHENS,GA,30601-2635,CLARKE
111952,18-SEP-12,30-JUN-13,Settled,2,ATHENS NEIGHBORHOOD HEALTH CTR INC,402 MCKINLEY DRIVE,,ATHENS,GA,30601-3261,CLARKE
111953,01-JAN-13,31-DEC-13,Settled,2,CHRIST COMM HLTH SERV AUGUSTA INC,1226 D ANTIGNAC STREET,,AUGUSTA,GA,30901,RICHMOND
111954,01-JAN-13,31-DEC-13,Settled,2,CHRIST COMM HLTH SERV AUGUSTA INC,127 TELFAIR STREET,,AUGUSTA,GA,30901,RICHMOND
111956,01-NOV-12,31-JAN-13,Settled,1,BYRON MEDICAL CENTER,218 HIGHWAY 49 NORTH,,BYRON,GA,31008,PEACH
111959,08-MAY-13,31-JAN-14,As Submitted,7,SOUTHWEST FAMILY PRACTICE,300 MEDICAL COURT,,OGLETHORPE,GA,31068,OGLETHORPE
113808,01-JUL-12,30-JUN-13,As Submitted,9,MEDICAL ACCESS CLINIC,808 PROFESSIONAL BLVD,,DALTON,GA,30720,WHITFIELD
113829,01-JAN-13,30-SEP-13,As Submitted,5,SMITH RURAL HEALTH CLINIC,114 SOUTH JEFFERSON STREET,,SWAINSBORO,GA,30401,EMANUEL
113835,01-MAR-13,28-FEB-14,As Submitted,1,CARROLL CO. PRIMARY HLTH CARE CLINIC,41 WELLINGTON MILL RD,,WHITESBURG,GA,30185,CARROLL
113841,01-JUL-12,30-JUN-13,As Submitted,1,ST. JOSEPH S HEALTH CENTER- PEMBROKE,195 WEST RAILROAD STREET,,PEMBROKE,GA,31321,BRYAN
113858,01-JAN-13,31-DEC-13,As Submitted,4,RIVERSTONEMD  P.C.,101 RIVERSTONE VISTA,,BLUE RIDGE,GA,30513,FANNIN
113862,01-MAR-13,28-FEB-14,As Submitted,4,OMAR AKHRAD  MD PC,446 SPRING STREET,,SPARTA,GA,31087,HANCOCK
113869,01-JAN-13,31-DEC-13,As Submitted,4,MOUNTAIN VALLEY MEDICAL CENTER,92 BETTY S CREEK ROAD,,DILLARD,GA,30537,RABUN
113872,01-JAN-12,31-DEC-12,As Submitted,3,B. LAMAR MURRAY  M.D.,311 4TH STREET,,WAYNESBORO,GA,30830,BURKE
113880,01-JAN-12,31-DEC-12,As Submitted,3,CRAWFORD LEXINGTON MEDICAL CENTER,774 ATHENS ROAD,,LEXINGTON,GA,30648,OGLETHORPE
113885,01-JAN-12,31-DEC-12,As Submitted,3,REDDY & ASSOCIATES LLC,D/B/A REDDY MEDICAL CENTER,,ROYSTON,GA,30662,FRANKLIN
113886,01-APR-13,31-MAR-14,As Submitted,4,MEDICAL SPECIALISTS  INC.,305 JONES AVE.,,WAYNESBORO,GA,30830,BURKE
113890,01-JUL-12,30-JUN-13,As Submitted,1,WEST CARROLL FAMILY HEALTHCARE,1125 E HIGHWAY 166,,BOWDON,GA,30108,CARROLL
113897,01-JAN-10,20-MAY-10,Settled,4,FAMILY HEALTH CENTER,300 ARLINGTON DRIVE,,VIDALIA,GA,30475,TOOMBS
113936,01-AUG-12,31-JUL-13,As Submitted,2,PHOEBE FAMILY MEDICAL CENTER-CAMILLA,48 US 19 SOUTH,,CAMILLA,GA,31730,MITCHELL
113941,01-JAN-11,31-DEC-11,Settled,4,CENTER FOR COMMUNITY HEALTHCARE SERV,815 GRIFFIN AVENUE,,EASTMAN,GA,31023,DODGE
113948,01-JAN-13,31-DEC-13,As Submitted,6,AR MEDICAL  LLC,2514C TOBACCO ROAD,,HEPHZIBAH,GA,30815,RICHMOND
113951,01-JAN-12,31-DEC-12,As Submitted,3,HOWARD C. MCMAHAN  M.D.  IRWIN FAMIL,361 CARGILE ROAD,,OCILLA,GA,31774,IRWIN
113952,01-JAN-13,31-DEC-13,As Submitted,4,HIAWASSEE FAMILY PRACTICE,56 HOSPITAL ST,,HIAWASSEE,GA,30546,TOWNS
113958,01-JAN-13,31-DEC-13,As Submitted,5,THE MEDICAL CENTER OF ELBERTON  LLP,109 COLLEGE AVENUE,,ELBERTON,GA,30635,ELBERT
113959,01-JAN-13,31-JUL-13,As Submitted,4,BUCHANAN MEDICAL CLINIC,30 BUCHANAN BYPASS,,BUCHANAN,GA,30113,HARALSON
113961,01-JAN-10,30-JUL-10,Settled,4,GGD INCORPORATED,201 AVERA DRIVE,,FORT VALLEY DRIVE,GA,31030,PEACH
113968,01-OCT-11,30-SEP-12,As Submitted,,KIRK CLINIC  LLC,8 LAUREL COURT,,MOULTRIE,GA,31768,COLQUITT
113972,01-AUG-12,31-JUL-13,As Submitted,2,PHOEBE FAMILY MEDICAL CENTER-PELHAM,410 CURRY STREET,,PELHAM,GA,31779,MITCHELL
118900,01-JUL-12,30-JUN-13,As Submitted,1,TANNER FAMILY HEALTHCARE OF FRANKLIN,2906 FRANKLIN PARKWAY,,FRANKLIN,GA,30217,HEARD
118901,01-JAN-13,31-DEC-13,As Submitted,4,HIDDEN VALLEY MEDICAL CENTER,4799 BLUE RIDGE DR,,BLUE RIDGE,GA,30513,FANNIN
118903,01-OCT-11,30-SEP-12,As Submitted,4,SCREVEN COUNTY FAMILY HEALTH CENTER,105 ROCKY FORD ROAD,,SYLVANIA,GA,30467,SCREVEN
118904,01-JUL-12,30-JUN-13,As Submitted,1,R.T. STANLEY HEALTH CENTER  LLC,110 R.T. STANLEY SR. PLACE,,LYONS,GA,30436,TOOMBS
118905,01-JAN-12,30-JUN-12,Settled,4,ANGELITE FAMILY CLINIC CORP.,1009 3RD AVENUE,,WEST POINT,GA,31833-1215,TROUP
118906,01-APR-13,30-JUN-13,As Submitted,1,CANDLER MEDICAL GROUP  INC.- METTER,10 DOCTORS STREET,,METTER,GA,30439,CANDLER
118907,08-JAN-13,30-JUN-13,As Submitted,1,CRISP REGIONAL CONVENIENT CARE,902 NORTH SEVENTH STREET,,CORDELE,GA,31015-3234,CRISP
121800,01-JUL-11,30-JUN-12,Settled,1,KOKUA KALIHI VALLEY,2239 NORTH SCHOOL STREET,,HONOLULU,HI,96819,HONOLULU
121801,01-JUL-12,30-JUN-13,As Submitted,1,WAIANAE COAST COMPREHENSIVE HLTH CTR,86-260 FARRINGTON HWY,,WAIANAE,HI,96792-3199,HONOLULU
121803,01-JUL-12,30-JUN-13,As Submitted,1,KALIHI-PALAMA HEALTH CENTER,915 NORTH KING STREET,,HONOLULU,HI,96817-4544,HONOLULU
121804,01-JUL-11,30-JUN-12,As Submitted,1,BAY CLINIC  INC.,1168 KINOOLE STREET,,HILO,HI,96720,HAWAII
121806,01-JUL-12,30-JUN-13,As Submitted,1,WAIMANALO HEALTH CENTER,41-1347 KALANIANAOLE HWY,,WAIMANALO,HI,96795-1247,HONOLULU
121812,01-JUL-12,30-JUN-13,As Submitted,1,COMMUNITY CLINIC OF MAUI,1881 NANI STREET,,WAILUKU,HI,96732,MAUI
121813,01-JAN-13,31-DEC-13,As Submitted,9,HAMAKUA HEALTH CENTER,45-549 PUMERIA ROAD,,HAMAKUA,HI,96727,HAWAII
121814,01-JAN-13,31-DEC-13,As Submitted,1,WAIKIKI HEALTH CENTER,277 OHUA AVENUE,,HONOLULU,HI,96815,HONOLULU
121818,01-OCT-12,30-SEP-13,As Submitted,2,HOOLA LAHUI HAWAII-KCHC-WAIMEA,46438 WAIMEA CANYON DRIVE,,WAIMEA,HI,96796,KAUI I
121822,01-JUL-12,30-JUN-13,As Submitted,1,HANA COMMUNITY HEALTH CENTER,4590 HANA HWY,,HANA,HI,96713,MAUI
121824,01-JUL-12,30-JUN-13,As Submitted,1,MOLOKAI COMMUNITY HEALTH CENTER,30 OKI PLACE,,KAUNAKAKAI,HI,96748,MAUI
121828,01-OCT-11,30-SEP-12,Settled,1,KOOLAULOA COMM. HLTH & WELLNESS CNTR,56-119 PUALALEA ST.,,KAHUKU,HI,96731-0395,HONOLULU
121834,01-JAN-13,31-DEC-13,As Submitted,,WEST HAWAII COMMUNITY HEALTH CENTER,75-5751 KUAKINI HIGHWAY SUITE 104,,KAILUA KONA,HI,96740,HAWAII
121836,01-JAN-13,31-DEC-13,As Submitted,1,LANAI COMMUNITY HEALTH CENTER,478 LAUHALA STREET,,LANAI CITY,HI,96763,MAUI
131800,01-JUN-11,31-MAY-12,Settled,,ABERDEEN HEALTH WEST CLINIC,330 N. MAIN,,ABERDEEN,ID,83210,BINGHM
131803,01-FEB-13,31-JAN-14,As Submitted,4,VALLEY FAMILY HEALTH CARE  INC.,1441 NE TENTH AVE.,,PAYETTE,ID,83661,PAYETTE
131804,01-OCT-12,30-SEP-13,As Submitted,1,FAMILY HEALTH SERVICES CORP.,794 EASTLAND DR.,,TWIN FALLS,ID,83301,TWIN FALLS
131805,01-JUL-12,30-JUN-13,As Submitted,1,GLENNS FERRY HEALTH CENTER,486 W 1ST AVENUE,,GLENNS FERRY,ID,83623,EKMORE
131807,01-APR-13,31-MAR-14,As Submitted,1,COMM HEALTH CLINICS  MARSING CLINIC,201 MAIN STREET,,MARSING,ID,83639-0516,OWYHEE
131814,01-OCT-12,30-SEP-13,As Submitted,11,BENEWAH MEDICAL CENTER,427 NORTH 12TH STREET,,PLUMMER,ID,83851,BENEWAH
131822,01-JAN-13,31-DEC-13,As Submitted,1,KANIKSU BOUNDARY REGIONAL CHC,6615 COMANCHE STREET,,BONNERS FERRY,ID,83864,BOUNDARY
131823,01-JAN-13,31-DEC-13,As Submitted,1,DIRNE COMMUNITY HEALTH CENTER  INC,201 E HARRISON,,COEUR D ALENE,ID,83814,KOOTENAI
131827,01-OCT-12,30-SEP-13,As Submitted,1,ADAMS COUNT HEALTH CENTER  INC,205 N BERKELY,,COUNCIL,ID,83612,ADAMS
131829,01-JUL-12,30-JUN-13,As Submitted,1,COMMUNITY COUNCIL OF IDAHO,2088 E 25TH STREET,,IDAHO FALLS,ID,83404,BONNERVILLE
131835,01-JUL-12,30-JUN-13,As Submitted,1,FAMILY MEDICINE RESIDENCY OF IDAHO,777 N RAYMOND STREET,,BOISE,ID,83704,ADA
131836,01-SEP-12,31-AUG-13,As Submitted,1,UPPER VALLEY COMMUNITY HEALTH SVC,20 N 3RD E,,SAINT ANTHONY,ID,83445,FREMONT
131845,17-MAR-12,31-MAR-13,As Submitted,1,COMM HEALTH CLINICS  MIDDLETON CLINI,201 S. FIRST AVE. E.,,MIDDLETON,ID,83644,CANYON
131847,26-JUL-12,31-DEC-12,Settled,,KANIKSU HEALTH SERV PRIEST RIVER,6509 HIGHWAY 2 STE 101,,PRIEST RIVER,ID,83856,BONNERS
133808,01-OCT-11,30-SEP-12,Settled,1,STANLEY RURAL HEALTH CLINIC,110 NIECE AVE,,STANLEY,ID,83278,CUSTER
133819,01-JAN-13,31-DEC-13,As Submitted,5,GOODING FAMILY PHYSICIANS  PLLC,134 WEST 4TH AVE,,GOODING,ID,83330,GOODING
133826,01-JUL-12,30-JUN-13,As Submitted,4,SAINT ALPHONSUS MED GRP - ELM,315 E. ELM ST. STE 100,,CALDWELL,ID,83605,CANYON
133831,01-MAR-13,28-FEB-14,As Submitted,4,BLACKFOOT MEDICAL CENTER,1441 PARKWAY DRIVE,,BLACKFOOT,ID,83221,BINGHAM
133832,01-OCT-11,30-SEP-12,Settled,8,CHALLIS AREA HEALTH CENTER,611 CLINIC ROAD,,CHALLIS,ID,83226,CUSTER
133833,01-JAN-13,31-DEC-13,As Submitted,4,EMMETT MEDICAL CENTER  PLLC,1102 EAST LOCUST ST.,,EMMETT,ID,83617,GEM
133834,01-JAN-13,31-DEC-13,Settled,,KUNA FAMILY MEDICAL CLINIC  P.A.,708 E WYTHE CREEK CT,,KUNA,ID,83634,ADA
133836,01-JAN-13,31-DEC-13,As Submitted,4,TWO RIVERS MEDICAL CLINIC PA,683 E THIRD STREET,,WEISER,ID,83672,WASHINGTON
133838,01-JAN-13,31-DEC-13,As Submitted,4,ASSOCIATES IN FAMILY PRACTICE   P.A.,425 IDAHO STREET,,GOODING,ID,83330,GOODING
133841,01-JAN-13,31-DEC-13,As Submitted,3,SHOSHONE FAMILY MEDICAL CENTER,113 SOUTH APPLE STREET,,SHOSHONE,ID,83352,LINCOLN
133843,01-JAN-12,30-OCT-12,As Submitted,4,FAMILY CARE PHYSICIANS,112 WEST 5TH AVENUE,,JEROME,ID,83338,JEROME
133851,01-JAN-13,31-DEC-13,As Submitted,4,DR. CLAY CAMPBELL,166 S. 5TH AVE,,MONTPELIER,ID,83254,BEAR LAKE
133854,01-MAY-12,29-OCT-12,As Submitted,5,SALMON RIVER MEDICAL CLINIC,214 NORTH MAIN,,RIGGINS,ID,83549,ADAMS
133857,01-JAN-11,31-AUG-11,Settled,3,DR. NOALL WOLFF,465 WASHINGTON,,MONTPELIER,ID,83254,BEAR LAKE
133858,01-JAN-13,31-DEC-13,As Submitted,4,MOSCOW MEDICAL  PA,213 NORTH MAIN,,MOSCOW,ID,83843,LATAH
133859,01-JAN-13,31-DEC-13,As Submitted,4,BONNERS FERRY FAMILY MEDICINE,6488 CHINOOK STREET,,BONNERS FERRY,ID,83805,BOUNDARY
141000,01-JUL-12,30-JUN-13,Amended,1,HEARTLAND INTERNATIONAL HLTH CTR.,3048 N. WILTON 2ND FLOOR,,CHICAGO,IL,60657,COOK
141002,01-JUL-12,30-JUN-13,As Submitted,2,FAMILY CHRISTIAN HEALTH CENTER,31 W 155TH STREET,,HARVEY,IL,60426,COOK
141020,01-JUL-12,30-JUN-13,As Submitted,1,ESPERANZA HEALTH CENTERS,2001 SOUTH CALIFORNIA AVENUE,,CHICAGO,IL,60608,COOK
141030,01-DEC-12,30-NOV-13,As Submitted,9,WHITESIDE CO C.H.C.,1300 W. 2ND STREET,,ROCK FALLS,IL,61071,WHITESIDE
141047,01-DEC-12,30-NOV-13,As Submitted,9,CASS COUNTY HEALTH CLINIC,331 SOUTH MAIN STREET,,VIRGINIA,IL,62691,CASS
141075,01-SEP-12,31-AUG-13,As Submitted,1,BELOVED COMM. FAMILY WELLNESS CENTER,326 WEST 64TH STREET,,CHICAGO,IL,60621,COOK
141101,01-JUL-12,30-JUN-13,As Submitted,1,HOWARD BROWN HEALTH CENTER,4025 NORTH SHERIDAN ROAD,,CHICAGO,IL,60613,COOK
141108,01-JUL-10,30-JUN-11,Settled,1,TRIAD HEALTH PRACTICE,3000 NORTH HALSTED STREET #711,,CHICAGO,IL,60657,COOK
141154,01-SEP-12,31-AUG-13,As Submitted,9,MACOUPIN CTY MAPLE STREET CLINIC,805 N BROAD ST,,CARLINVILLE,IL,62626,MACOUPIN COUNTY
141168,17-OCT-12,30-APR-13,As Submitted,2,SIU CENTER FOR FAMILY MEDICINE,520 NORTH FOURTH STREET,,SPRINGFIELD,IL,62794-9670,SANGAMON
141170,19-SEP-12,30-JUN-13,Settled,2,COMMUNITY NURSE HEALTH,110 CALENDAR AVENUE,,LA GRANGE,IL,60525,COOK
141171,01-DEC-12,30-NOV-13,Settled,9,KNOX COMMUNITY HEALTH CENTER,1361 W. FREMONT ST.,,GALESBURG,IL,61401,KNOX
141178,19-DEC-12,30-JUN-13,Settled,6,CHESTNUT FAMILY HEALTH CENTER,702 WEST CHESTNUT STREET,,BLOOMINGTON,IL,61701,MCLEAN
141179,20-DEC-12,31-DEC-13,As Submitted,1,MCKINLEY HEALTH CENTER,2166 MADISON AVENUE,,GRANITE CITY,IL,62040,MADISON
141182,18-DEC-12,31-DEC-13,As Submitted,1,PRIMECARE COMMUNITY HEALTH  INC.,1920 N. HAMLIN AVENUE,,CHICAGO,IL,60647,COOK
141192,18-APR-13,31-DEC-13,As Submitted,1,FRANCIS NELSON HEALTH CENTER,819 BLOOMINGTON ROAD,,CHAMPAIGN,IL,61820,CHAMPAIGN COUNTY
141801,01-JAN-10,31-DEC-10,Settled,10,CHI-DEPT OF PUB HLTH-UPTOWN NHC,845 WEST WILSON,,CHICAGO,IL,60640,COOK
141813,01-JUL-11,30-JUN-12,As Submitted,1,COMMUNITY HEALTH & EMERGENCY SERVIC,13245 KESSLER ROAD,,CAIRO,IL,62914,ALEXANDER
141814,01-SEP-11,31-AUG-12,Settled,1,RURAL HEALTH  INC.,513 NORTH MAIN STREET,,ANNA,IL,62906,UNION
141815,01-JAN-13,31-DEC-13,As Submitted,1,HENDERSON COUNTY RURAL HEALTH CNT,1204 HWY 164E,,OQUAWKA,IL,61469,HENDERSON
141816,01-JUL-12,30-JUN-13,As Submitted,1,SHAWNEE HEALTH SERVICE & DEV CORP,109 CALIFORNIA STREET,,CARTERVILLE,IL,62918-0577,WILLIAMSON
141819,01-APR-13,31-MAR-14,As Submitted,1,CHRISTOPHER RURAL HLTH PLANNING CORP,4241 HIGHWAY 14 WEST,,CHRISTOPHER,IL,62922,FRANKLIN
141821,01-JUL-12,30-JUN-13,As Submitted,8,UIC MILE SQUARE HEALTH CENTER,2045 W. WASHINGTON BLVD,,CHICAGO,IL,60612,COOK
141825,01-JUL-12,30-JUN-13,As Submitted,1,NEAR NORTH HEALTH SERVICE CORP,1276 N. CLYBOURN AVENUE,,CHICAGO,IL,60610,COOK
141828,01-FEB-13,31-JAN-14,Settled,2,COMMUNITY HEALTH PARTNERSHIP,203 NORTH WABASH,,CHICAGO,IL,60601,COOK
141829,01-JUL-12,30-JUN-13,As Submitted,6,ERIE FAMILY HEALTH CENTER,1701 W. SUPERIOR,,CHICAGO,IL,60622,COOK
141830,01-JUL-12,30-JUN-13,As Submitted,,COMMUNITY HEALTH IMPROVEMENT CENTER,2905 N. MAIN ST.,,DECATUR,IL,62526,MACON
141832,01-JAN-13,31-DEC-13,As Submitted,1,SOUTHERN IL HEALTHCARE FOUNDATION,6010 BOND AVENUE,,CENTREVILLE,IL,62207,ST. CLAIR
141833,01-JUL-12,30-JUN-13,As Submitted,1,CHICAGO FAMILY HEALTH CENTER,556 EAST 115TH STREET,,CHICAGO,IL,60628,COOK
141837,01-JUL-12,30-JUN-13,As Submitted,1,CIRCLE FAMILY HEALTHCARE NETWORK,4909 W DIVISION,,CHICAGO,IL,60651,COOK
141842,01-JUL-12,30-JUN-13,As Submitted,1,HEARTLAND HEALTH OUTREACH  INC,208 S LASALLE ST SUITE 1300,,CHICAGO,IL,60604,UNITED STATES
141846,01-JUL-12,30-JUN-13,As Submitted,1,CRUSADERS CENTRAL CLINIC ASSOC INC,1200 WEST STATE STREET,,ROCKFORD,IL,61102,WINNEBAGO
141850,01-JUL-12,30-JUN-13,As Submitted,4,LAWNDALE CHRISTIAN HEALTH CENTER,3860 WEST OGDEN AVE,,CHICAGO,IL,60623,COOK
141854,01-JUL-11,30-JUN-12,As Submitted,1,ALIVIO MEDICAL CENTER,2355 SOUTH WESTERN AVENUE,,CHICAGO,IL,60608,COOK
141855,01-JUL-11,30-JUN-12,As Submitted,1,TCA HEALTH  INC,1029 EAST 130TH STREET,,CHICAGO,IL,60628,COOK
141867,01-JUL-12,30-JUN-13,Amended,1,ACCESS COMMUNITY HEALTH NETWORK,600 WEST FULTON STREET,,CHICAGO,IL,60661,COOK
141878,01-JUL-11,30-JUN-12,Settled,,CHRISTIAN COMMUNITY HEALTH CENTER,9718 SOUTH HALSTED,,CHICAGO,IL,60628,COOK
141888,01-JUL-12,30-JUN-13,As Submitted,1,PCC COMMUNITY WELLNESS CENTER,14 W. LAKE STREET,,OAK PARK,IL,60302,COOK
141897,01-JUL-12,30-JUN-13,Amended,,CENTRAL COUNTIES HEALTH CENTERS,2239 E COOK ST,,SPRINGFIELD,IL,62703,SANGAMON
141909,01-JAN-13,31-DEC-13,As Submitted,9,WILL COUNTY HEALTH DEPARTMENT,501 ELLA,,JOLIET,IL,60433,WILL
141910,01-DEC-12,30-NOV-13,As Submitted,1,LAKE COUNTY HEALTH DEPARTMENT & CHC,2400 BELVIDERE ROAD,,WAUKEGAN,IL,60085,LAKE
141922,01-JAN-13,31-DEC-13,As Submitted,1,PRIMECARE COMMUNITY HEALTH  INC.,1431 N WESTERN AVENUE  SUITE 401,,CHICAGO,IL,60622,COOK
141923,01-JAN-13,31-DEC-13,As Submitted,4,SOUTHERN IL REGIONAL WELLNESS CENTER,601 JAMES R. THOMPSON BLVD.,,EAST ST. LOUIS,IL,62201,ST. CLAIR
141933,01-MAR-13,28-FEB-14,As Submitted,1,CHCS OF SOUTHEASTERN IOWA  INC.,951 BROADWAY,,HAMILTON,IL,62341,HANCOCK
141936,01-JUL-11,30-JUN-12,Settled,1,AUNT MARTHA S YOUTH SERVICE CENTER,101 S BROADWAY,,AURORA,IL,60505,KANE
141941,01-JUL-12,30-JUN-13,As Submitted,1,GREATER ELGIN FAMILY CARE CENTER,370 SUMMIT ST,,ELGIN,IL,60120,KANE
141973,01-NOV-12,31-OCT-13,As Submitted,1,HEARTLAND COMMUNITY HEALTH CLINIC,1701 WEST GARDEN STREET,,PEORIA,IL,61605-3531,PEORIA
141980,01-JUL-12,30-JUN-13,Amended,1,VNA HEALTH CENTER,400 N. HIGHLAND AVENUE,,AURORA,IL,60506,KANE
141981,01-JUL-12,30-JUN-13,As Submitted,1,ASIAN HUMAN SERVICES FAMILY HEALTH,2424 WEST PETERSON,,CHICAGO,IL,60659,COOK
141983,01-JUL-12,30-JUN-13,As Submitted,1,FRIEND FAMILY HEALTH CENTER  INC,800 E 55TH STREET,,CHICAGO,IL,60619,COOK
143811,01-JAN-13,31-DEC-13,Settled,4,FAMILY RURAL HEALTH OF LAHARPE  PC,501 EAST MAIN,,LA HARPE,IL,61450,HANCOCK
143819,01-JAN-13,31-DEC-13,As Submitted,1,CARLE PHYSICIAN GROUP TUSCOLA,301 E SOUTHLINE RD,,TUSCOLA,IL,61953,DOUGLAS
143821,01-APR-13,31-MAR-14,As Submitted,1,CENTER FOR MEDICAL ARTS RURAL HEALTH,2601 WEST MAIN STREET,,CARBONDALE,IL,62901-1031,JACKSON
143822,01-JAN-13,31-DEC-13,As Submitted,5,LITCHFIELD FAMILY PRACTICE CENTER,1285 FRANCISCAN DRIVE,,LITCHFIELD,IL,62056,MONTGOMERY
143823,01-JAN-12,31-MAR-12,Settled,4,SOUTHERN ILLINOIS PRIMARY CARE ASSOC,209 NW 11TH STREET,,FAIRFIELD,IL,62837,WAYNE
143829,01-JUL-12,30-JUN-13,As Submitted,4,MERCER HEALTH CENTER,409 N. W. 4TH STREET,,ALEDO,IL,61231,MERCER
143834,01-JAN-12,01-MAR-12,Settled,4,WEBER RURAL HEALTH CLINIC,1200 NORTH EAST STREET,,OLNEY,IL,62450,RICHLAND
143847,03-NOV-13,31-DEC-13,Settled,3,SULLIVAN FAMILY CARE,2 WEST ADAMS,,SULLIVAN,IL,61951,MOULTRIE
143850,01-JAN-13,31-DEC-13,As Submitted,5,SPRINGFIELD CLINIC TAYLORVILLE,300 NORTH MAIN,,TAYLORVILLE,IL,62568,CHRISTIAN
143852,01-JAN-12,31-DEC-12,As Submitted,1,CARLE PHYSICIAN GROUP DANVILLE,311 W FAIRCHILD,,DANVILLE,IL,61832,VERMILLION
143855,01-JAN-13,31-DEC-13,As Submitted,3,MURPHYSBORO FAMILY MEDICINE CLINIC,628 NORTH 14TH STREET,,MURPHYSBORO,IL,62966,JACKSON
143859,01-NOV-11,31-OCT-12,As Submitted,4,GILLESPIE FAMILY PRACTICE CENTER,715 WEST BROADWAY,,GILLESPIE,IL,62033,MACOUPIN
143862,01-JUL-12,30-JUN-13,As Submitted,1,SOUTHERN ILLINOIS UNIVERSITY FP,305 W JACKSON ST,,CARBONDALE,IL,62901,JACKSON
143867,01-JAN-11,31-AUG-11,Settled,4,MCCRAKEN DAWDY FAMILY PRACTICE CTR,201 HEALTH CARE DRIVE,,GREENVILLE,IL,62246,BOND
143870,01-APR-13,31-MAR-14,As Submitted,1,LOGAN PRIMARY CARE,405 RUSHING DRIVE,,HERRIN,IL,62948,WILLIAMSON
143871,01-APR-13,31-MAR-14,As Submitted,1,MEDICAL ARTS CLINIC,19 EAST SHAWNEE DRIVE,,MURPHYSBORO,IL,62966-7071,JACKSON
143874,01-JAN-13,31-DEC-13,As Submitted,4,ILLINI MEDICAL ASSOCIATES,390 MAPLE SUMMIT ROAD,,JERSEYVILLE,IL,62052,JERSEYVILLE
143875,01-DEC-09,30-NOV-10,Settled,4,GREENVILLE MEDICAL ASSOCIATES  LTD.,101 HEALTHCARE DRIVE,,GREENVILLE,IL,62246,BOND
143877,01-JAN-13,31-DEC-13,As Submitted,5,THE DOCTORS CLINIC RHC,402 SOUTH PLUM STREET,,CARMI,IL,62821,WHITE
143878,01-JAN-11,31-DEC-11,Settled,3,DANVILLE PEDIATRIC CENTER,732 N LOGAN AVE,,DANVILLE,IL,618324384,VERMILION
143880,01-JUL-12,11-MAR-13,Settled,8,TRI COUNTY COMMUNITY HEALTH CENTER,21193 MALTA ROAD,,MALTA,IL,60150,DEKALB
143882,01-NOV-11,31-OCT-12,Settled,4,GIBSON CITY CLINIC  S.C.,222 N. SANGMON AVE.,,GIBSON CITY,IL,60936,FORD
143883,01-FEB-14,31-MAR-14,As Submitted,1,PRIMARY CARE GROUP,117 E CLARK ST,,HARRISBURG,IL,62946-2702,SALINE
143885,01-JAN-13,31-DEC-13,As Submitted,4,QUINCY RURAL HEALTH AFFILIATES,606 W. ADAMS,,PITTSFIELD,IL,62363,PIKE
143887,01-JAN-13,31-DEC-13,As Submitted,5,HILLSBORO MEDICAL CENTER,1250 EAST TREMONT,,HILLSBORO,IL,62049,MONTGOMERY
143892,01-JAN-13,31-DEC-13,As Submitted,4,MEDICAL ASSOCIATES OF JERSEYVILLE,270 MAPLE SUMMIT ROAD,,JERSEYVILLE,IL,62052,JERSEY
143895,01-OCT-12,31-DEC-12,As Submitted,2,FAMILY MEDICAL CTNR OF LINCOLN  LLC,515 NORTH COLLEGE ST,,LINCOLN,IL,62656,LOGAN
143900,01-JAN-13,31-DEC-13,As Submitted,4,WEST SALEM MEDICAL CLINIC,100 S. MAIN,,WEST SALEM,IL,62476,EDWARDS
143905,01-JUL-12,30-JUN-13,As Submitted,1,HSHS MEDICAL GROUP - RUSHVILLE,225 SOUTH CONGRESS,,RUSHVILLE,IL,62681,SCHUYLER
143907,01-JAN-13,31-DEC-13,As Submitted,5,BRIAN J. CADY RURAL HEALTH,1280 E. TREMONT,,HILLSBORO,IL,62049,MONTGOMERY
143910,01-JAN-13,31-MAY-13,As Submitted,4,CONFIDENCE MEDICAL ASSOCIATES  LTD,1442 N. 8TH STREET  SUITE C,,VANDALIA,IL,62471,FAYETTE
143917,01-JAN-12,31-DEC-12,As Submitted,4,BRIAN W. DOSSETT  MD,1029 N 8TH STREET,,VANDALIA,IL,62471-1238,FAYETTE
143921,01-JAN-13,31-DEC-13,As Submitted,4,AMG EUREKA (FORMERLY TOWN & COUNTRY),105 SOUTH MAJOR STREET,,EUREKA,IL,61530,WOODFORD
143925,01-JAN-13,31-DEC-13,As Submitted,5,LINCOLN HEALTH CARE SPECIALISTS,100 STAHLHUT DRIVE,,LINCOLN,IL,62656,LOGAN
143934,01-JUL-10,15-NOV-10,Settled,4,RAJA M. SADIQ  M.D.  R.H.C.,735 NORTH LOGAN AVENUE,,DANVILLE,IL,61832,VERMILION
143935,01-JAN-13,31-DEC-13,As Submitted,4,CLARK COUNTY FAMILY MEDICINE  P.C.,990 RIDGELAWN ROAD,,MARTINSVILLE,IL,62442,CLARK
