PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hclinic_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
103901,01-JAN-17,31-DEC-17,As Submitted,4,LOUIS J RADNOTHY,390 S CENTRAL,,UMATILLA,FL,32784,LAKE
103902,01-JAN-17,31-DEC-17,Settled,4,TASKIN U HAQUE MD PA,1100 N MAIN STREET,,BELLE GLADE,FL,33430-1946,PALM BEACH
103905,01-JAN-17,31-DEC-17,As Submitted,3,AVON MEDICAL CENTER,2398 BEACH DRIVE,,AVON PARK,FL,33825,HIGHLANDS
103908,01-JAN-17,31-DEC-17,Settled,4,KIDS CARE PEDIATRICS,6910 OLD WOLF BAY RD,,PALATKA,FL,32177-6800,PUTNAM
103911,01-JAN-17,31-DEC-17,As Submitted,1,ACORN CLINC,23320 N SR 235,,BROOKER,FL,32622,ALACHUA
103914,01-JAN-17,31-DEC-17,Settled,5,SEBRING PEDIATRICS LLC,3201 MEDICAL WAY SUITE 101,,SEBRING,FL,33870-7957,HIGHLANDS
103916,01-JAN-16,31-DEC-16,Settled,4,MILLA PEDIATRICS AND ASSOCIATES  INC,426 SW COMMERCE DRIVE,,LAKE CITY,FL,32025-1506,COLUMBIA
103918,01-JAN-17,31-DEC-17,As Submitted,3,AHMAD TARIQ ISMAIL  MD,110 E BYRD AVENUE,,BONIFAY,FL,32425,HOLMES
103920,01-JAN-10,31-DEC-10,Settled,4,HEALTHFO MEDICAL CLINIC PA,117 W BELT AVE,,BUSHNELL,FL,33513,PASCO
103921,01-JAN-17,31-DEC-17,As Submitted,4,FOREST FAMILY HEALTH,15932 E HWY 40,,SILVER SPRINGS,FL,34488,MARION
103923,01-JAN-12,31-DEC-12,Settled,4,YYWIMAUMA FAMILY HEALTH CENTER,5121 STATE ROAD 674,,WIMAUMA,FL,33598,HILLSBOROUGH
103924,01-JAN-17,31-DEC-17,Settled,2,PROFESSIONAL PEDIATRICS  INC.,1050 US HIGHWAY 27 N,,CLERMONT,FL,34714,LAKE
103928,01-JAN-17,31-DEC-17,Settled,4,TAVARES PEDIATRICS  INC.,2523 DORA AVENUE,,TAVARES,FL,32778,LAKE
103931,01-JAN-17,31-DEC-17,As Submitted,4,NORTH FLORIDA PEDIATRICS,1859 SW NEWLAND WAY,,LAKE CITY,FL,32025,COLUMBIA
103932,01-JAN-17,31-DEC-17,As Submitted,4,CHIEFLAND MEDICAL CENTER  LLC,1113 NORTH WEST 23RD AVENUE,,CHIEFLAND,FL,32626,LEVY
103933,01-JAN-17,31-DEC-17,Settled,4,KIDS HEALTH ALLIANCE  PA,2650 NW 2ND ST STE 100,,OCALA,FL,34475-6234,MARION
103934,01-JAN-17,31-DEC-17,As Submitted,4,MEENA NATHAN  MD,840 S BEA AVE,,INVERNESS,FL,34452,CITRUS
103941,01-JAN-17,31-DEC-17,As Submitted,4,BEVERLY HILLS MEDICAL CLINIC,3745 LECANTO HWY,,BEVERLY HILLS,FL,34484,CITRUS
103949,01-JAN-17,31-DEC-17,Settled,1,URGENT AND CONVENIENT CARE CENTER,700 SOUTH MAIN STREET,,LABELLE,FL,33935,HENDRY
103951,01-JAN-17,31-DEC-17,As Submitted,4,EXPRESS CARE OF BELLEVIEW  INC,10762 SE US HIGHWAY 441,,BELLEVIEW,FL,34420,MARION
103952,01-JAN-17,31-DEC-17,Settled,2,SONNIS PEDIATRICS  PA,1125 SOUTH SIXTH AVENUE,,WAUCHULA,FL,33873,HARDEE
103964,01-JAN-17,31-DEC-17,As Submitted,5,DYNAMIC HEALTH CENTERS,163 SW STONEGATE TERRACE   SUITE 109,,LAKE CITY,FL,32024-3459,COLUMBIA
103966,01-JAN-17,31-DEC-17,As Submitted,5,CITRA FAMILY HEALTH,17805 N US HWY 301,,CITRA,FL,32113,MARION
103968,01-JAN-17,31-DEC-17,Settled,5,HEARTLAND PEDIATRICS OF LAKE WALES L,1354 STATE ROAD 60 EAST,,LAKE WALES,FL,33853,POLK
103969,01-JAN-17,31-DEC-17,As Submitted,4,HERNANDO MEDICAL CENTER,2699 NORTH FORIDA AVE,,HERNANDO,FL,34442,CITRUS
103973,01-JAN-17,31-DEC-17,Settled,4,SUNSHINE PEDIATRICS OF OCALA  PA,1900SW 20TH PALCE,,OCALA,FL,34471-7807,MARION
103974,01-JAN-17,31-DEC-17,As Submitted,5,WILLISON RURAL HEALTH AND WELLNESS C,300A NW 1ST AVE,,WILLISTON,FL,32696,LEVY
108907,01-JAN-17,31-DEC-17,Settled,5,HEARTLAND PEDIATRICS OF LAKE PLACID,3201 MEDICAL WAY SUITE 101,,SEBRING,FL,33870-5412,HIGHLANDS
108909,01-JUL-16,30-JUN-17,Settled,4,ST VINCENTS PRIMARY CARE,3772 W 3RD ST,,HILLIARD,FL,32046-6846,NASSAU
108911,01-JAN-12,29-FEB-12,Settled,4,HEALTH & WELLCARE OF FLORIDA,5915 WEST GULF TO LAKE HWY,,CRYSTAL RIVER,FL,34429,CITRUS
108913,01-JAN-14,31-MAR-14,Settled,4,WILDWOOD MEDICAL CENTER,411 WEBSTER AVENUE,,WILDWOOD,FL,34789,SUMTER
108914,01-JAN-11,31-DEC-11,Settled,4,PHYSICIANS CARE  PA,132 E. MADISON STREET,,STARKE,FL,320914043,BRADFORD
108915,01-JAN-17,31-DEC-17,Settled,4,LAKE PEDIATRICS,4880 N HWY 19A SUITE 200,,MT. DORA,FL,32757-2018,LAKE
108922,01-JAN-17,31-DEC-17,Settled,5,BIRTH & BEYOND P.A.,126 SR 100,,GRANDIN,FL,32138-0129,PUTNAM
108925,01-JAN-17,31-DEC-17,Settled,4,OAK HILL MEDICAL,185 N. US HWY 1,,OAK HILL,FL,32759,VOLUSIA
108928,01-JAN-11,31-DEC-11,Settled,3,FAIRMOUNT MEDICAL CENTER,3750 US 27 N STE 4-F,,SEBRING,FL,33870,HIGHLANDS
108933,01-JAN-11,31-DEC-11,Settled,4,CRYSTAL FAMILY PRACTICE,6152 W CORPORATE OAKS DR,,CRYSTAL RIVER,FL,34429,CITRUS
108939,01-JAN-17,31-DEC-17,Settled,4,WILLISTON PEDIATRICS PA,223 N MAIN STREET,,WILLISTON,FL,32696-2136,LEVY
108941,01-JAN-17,31-DEC-17,As Submitted,4,DOCTORS MEDICAL CENTER OF WALTON CO,21 W MAIN AVE,,DEFUNIAK SPRINGS,FL,32435,WALTON
108943,01-OCT-15,30-SEP-16,Settled,1,CHIPLEY MEDICAL GROUP,1376 BRICKYARD ROAD,,CHIPLEY,FL,32428,WASHINGTON
108944,01-JAN-17,31-DEC-17,Settled,4,PHILIP COLAIZZO MD PA,10094 W INDIANTOWN ROAD,,JUPITER,FL,33478,PALM BEACH
108947,01-JAN-17,31-DEC-17,As Submitted,4,SOUTHERN FAMILY HEALTHCARE  P.A.,877 3RD STREET  SUITE 4,,CHIPLEY,FL,32428,WASHINGTON
108949,01-JAN-17,31-DEC-17,Settled,4,PUTNAM OBSTETRICS & GYNECOLOGY,6061 ST. JOHNS AVE,,PALATKA,FL,32177,PUTNAM
108950,01-JAN-17,31-DEC-17,As Submitted,4,SUN N LAKE MEDICAL GROUP,4958 SUN N LAKE BLVD,,SEBRING,FL,33872,HIGHLANDS
108961,01-JAN-17,31-DEC-17,As Submitted,4,SUNRISE PRIMARY CARE  INC.,811 N. SUMMIT,,CRESCENT CITY,FL,32112,PUTNAM
108963,01-JAN-17,31-DEC-17,As Submitted,4,MEDICAL CENTER OF BLOUNTSTOWN,20454 NE FINLAY,,BLOUNTSTOWN,FL,32454,CALHOUN
108965,01-JAN-14,31-DEC-14,Settled,4,WILLISTON FAMILY PRACTICE PA,111 W NOBLE AVENUE,,WILLISTON,FL,32696,LEVY
108968,01-JAN-17,31-DEC-17,Settled,5,PEDIATRICS IN BREVARD PA,1755 W HIBISCUS BLVS,,MELBOURNE,FL,32901-2616,BREVARD
108971,01-JAN-17,31-DEC-17,Settled,3,ROGER C ROQUE MD PA,720 N BAY STREET SUITE 8,,EUSTIS,FL,32727-2964,LAKE
108972,01-JAN-17,31-DEC-17,As Submitted,4,THE CLARK CLINIC,212 SOUTH FLORIDA STREET,,BUSNELL,FL,33513,SUMTER
108975,01-JAN-17,31-DEC-17,As Submitted,5,GARCIA MEDICAL CLINIC  LLC,411 E NELSON AVENUE,,DEFUNIAK SPRINGS,FL,32433,WALTON
108978,01-JAN-15,31-DEC-15,Settled,,THREE RIVERS MEDICAL,208 NW SUWANNEE AVENUE,,BRANFORD,FL,32008,SUWANNEE
108980,01-JAN-12,30-SEP-12,As Submitted,4,CHILDRENS MEDICAL CENTER,122 S W SUWANEE,,BRANFORD,FL,32008,SUWANEE
108981,01-JAN-17,31-DEC-17,Settled,4,EXCEL PEDIATRICS PA,265 CITRUS TOWER BLVD,,CLERMONT,FL,34711,LAKE
108984,01-JAN-12,31-DEC-12,Settled,4,PANHANDLE FAMILY MEDICINE,877 3RD STREET  SUITE 4,,CHIPLEY,FL,32428,WASHINGTON
108985,01-JAN-17,31-DEC-17,Settled,4,ACUTE CARE PEDIATRICS  PA,1301 REID ST,,PALATKA,FL,32177-3237,PUTNAM
108987,01-JAN-14,31-DEC-14,Settled,,R & S PROFESSIONAL CORPORATION,9 W ORANGE AVENUE,,DEFUNIAK SPRINGS,FL,32435,WALTON
108989,01-JAN-17,31-DEC-17,Settled,4,DAWN RENE INC DBA VERNON FAMILY HLTH,3027 MAIN STREET,,VERNON,FL,32462,WASHINGTON
108990,01-JAN-13,31-DEC-13,Settled,4,COMPREHENSIVE WOMENS HEALTH,1037 WEST US HIGHWAY 90,,LAKE CITY,FL,32055-3739,COLUMBIA
108991,01-JAN-17,31-DEC-17,As Submitted,4,EXPRESS CARE OF LEESBURG,2500 CITRUS BOULEVARD,,LEESBURG,FL,34748,LAKE
108994,01-JAN-12,31-OCT-12,As Submitted,4,CHILDRENS MEDICAL CENTER - STARKE,310 WEST CALL ST SUITE B,,STARKE,FL,32091-3113,BRADFORD
108997,01-JAN-17,31-DEC-17,Settled,4,ACUTE CARE PED OF PALM COAST  PA,397 PALM COAST PARKWAY SW UNIT 303,,PALM COAST,FL,32137,FLAGLER
108998,01-JAN-17,31-DEC-17,As Submitted,4,TRI-COUNTY PRIMARY CARE  INC,306 NE HIGHWAY 351,,CROSS CITY,FL,32628,DIXIE
111000,14-JAN-15,30-JUN-15,Settled,,SAINT JOSEPH S MERCY CARE-CITY OF RE,1300 JOSEPH E. BOONE BOULEVARD NW,,ATLANTA,GA,30314-2032,FULTON
111007,11-NOV-14,30-JUN-15,Settled,,SAINT JOSEPH S MERCY CARE-THE IMPERI,355 PEACHTREE STREET NE,,ATLANTA,GA,30308-3256,FULTON
111801,01-JUN-09,31-MAY-10,As Submitted,1,SOUTHSIDE MEDICAL CENTER  INC.,1039 RIDGE AVE. S.W.,,ATLANTA,GA,30315,FULTON
111804,01-DEC-13,30-NOV-14,Settled,,CVC PRIMARY HEALTH CARE INC.,2 ROBERTS ST,,SAVANNAH,GA,31408,CHATHAM
111810,01-JUN-14,31-MAY-15,Settled,4,WEST END MEDICAL CENTERS  INC.,868 YORK AVENUE SW,,ATLANTA,GA,30310,FULTON
111814,01-APR-13,31-MAR-14,Settled,1,TRI COUNTY HEALTH SYSTEM INC.,1008 ATLANTA HIGHWAY,,WARRENTON,GA,30828,WARREN
111815,01-FEB-14,31-JAN-15,Settled,4,PRIMARY HEALTH CARE CENTER OF DADE,13570 N MAIN STREET,,TRENTON,GA,30752,DADE
111816,01-JAN-14,31-DEC-14,Settled,1,OAKHURST MEDICAL CENTERS  INC.,5582 MEMORIAL DRIVE,,STONE MOUNTAIN,GA,30083,DEKALB
111817,01-FEB-14,31-JAN-15,Settled,,SOUTHWEST GEORGIA HEALTH CARE CNT,220 ALSTON STREET,,RICHLAND,GA,37825,STEWART
111820,01-APR-14,31-MAR-15,As Submitted,1,MEDLINK GEORGIA  INC.,11 CHARLIE MORRIS ROAD,,COLBERT,GA,30628,MADISON
111823,01-JUN-14,31-MAY-15,Settled,,PALMETTO HEALTH COUNCIL  INC,643 MAIN STREET,,PALMETTO,GA,30268-1138,FULTON
111825,01-MAY-14,30-APR-15,Settled,1,JOHNSON CTY CTR FOR COMMUNITY HLTH,2251 WEST ELM STREET,,WRIGHTSVILLE,GA,31096,JOHNSON
111827,01-JAN-14,31-DEC-14,Settled,2,SAINT JOSEPH S MERCY CARE DOWNTOWN,424 DECATUR STREET,,ATLANTA,GA,30312,FULTON
111828,01-JUL-14,30-JUN-15,Settled,,VALLEY HEALTH CARE SYSTEM,3473 NORTH LUMPKIN ROAD  BUILDING C,,COLUMBUS,GA,31903,MOSCOGEE
111829,01-JUL-14,30-JUN-15,Settled,1,SOUTH CENTRAL PRIMARY CARE CENTER  I,406 W 5TH STREET,,OCILLA,GA,31774,IRWIN
111830,01-JUL-14,30-JUN-15,Settled,1,EAST GEORGIA HEALTHCARE CENTER  INC,215 N COLEMAN STREET,,SWAINSBORO,GA,30401,EMANUEL
111832,01-DEC-13,30-NOV-14,Settled,1,GEORGIA MOUNTAINS HEALTH SERVICES  I,165 BLUE RIDGE OVERLOOK,,BLUE RIDGE,GA,30513,FANNIN
111837,01-JUL-14,30-JUN-15,Settled,4,MCKINNEY COMMUNITY HEALTH CENTER INC,218 QUARTERMAN STREET,,WAYCROSS,GA,31502,WARE
111838,01-JUN-14,31-MAY-15,Settled,1,GEORGIA HIGHLANDS MEDICAL SERVICES,260 ELM STREET,,CUMMING,GA,30040,FORSYTH
111849,01-JUN-14,31-MAY-15,Settled,1,ALBANY AREA PHC DBA EDISON MED CTR,19519 WEST HARTFORD,,EDISON,GA,39846,CALHOUN
111868,01-JAN-14,31-DEC-14,Settled,,SAINT JOSEPH S MERCY CARE NORTH,3367 BUFORD HWY SUITE 910,,ATLANTA,GA,30329,FULTON
111869,01-MAR-14,28-FEB-15,Settled,1,TENDERCARE CLINIC,803 S MAIN STREET,,GREENSBORO,GA,30642,GREENE
111877,01-JUN-14,31-MAY-15,Settled,1,SOUTHSIDE MEDICAL CENTER  INC,1046 RIDGE AVE. S.W.,,ATLANTA,GA,30315,FULTON
111893,01-DEC-13,30-NOV-14,Settled,1,PRIMARY CARE OF SOUTHWEST GEORGIA,360 COLLEGE STREET,,BLAKELY,GA,39823,EARLY
111901,01-MAY-14,30-APR-15,Settled,1,FOUR CORNERS PRIMARY CARE CTRS INC,5030 GEORGIA BELLE COURT SUITE 2066,,NORCROSS,GA,30093,GWINNETT
111905,01-JAN-14,31-DEC-14,Settled,1,NEIGHBORHOOD IMPROVEMENT PROJECT INC,2467 GOLDEN CAMP ROAD,,AUGUSTA,GA,30906,RICHMOND
111909,01-MAY-14,30-APR-15,Settled,1,FIRST CHOICE PRIMARY CARE INC.,770 WALNUT STREET,,MACON,GA,31201,BIBB
111911,01-JAN-14,31-DEC-14,Settled,1,DIVERSITY HEALTH CENTER  INC,213 N. MCDONALD STREET SUITE A & B,,LUDOWICI,GA,31316,LONG
111926,01-SEP-14,31-DEC-14,Settled,1,DIVERSITY HEALTH CENTER,213 N MCDONALD STREET  SUITE A & B,,SAVANNAH,GA,31316,LONG
111931,01-JUL-14,30-JUN-15,Settled,,EAST GEORGIA HEALTHCARE CENTER  INC.,1570 BRAMPTON AVENUE,,STATESBORO,GA,30458-0855,BULLOCH
111937,01-JUL-11,30-JUN-12,Settled,,STATESBORO PEDIATRICS WELL CLINIC,406 SAVANNAH AVENUE,,STATESBORO,GA,30458,BULLOCH
111938,01-JUN-11,31-MAY-12,Settled,2,FAMILY HEALTH CENTER BOLTON VILLAGE,2011 BOLTON ROAD  NW,,ATLANTA,GA,30318-1137,FULTON
111939,01-JUN-14,31-MAY-15,Settled,1,FAMILY HEALTH CENTER AT COBB,805 CAMPELL HILL STREET,,MARIETTA,GA,30060-1761,USA
111940,08-AUG-11,31-MAY-12,Settled,1,WEST ALBANY DENTAL & MEDICAL CENTER,1412 W. OAKRIDGE DRIVE,,ALBANY,GA,31707,DOUGHERTY
111941,15-AUG-11,31-MAY-12,Settled,1,DOOLY COUNTY COMMUNITY HEALTH CENTER,1212 E. UNION STREET,,VIENNA,GA,31092,DOOLY
111942,18-NOV-11,31-JAN-12,Settled,1,AMERICUS FAMILY DENTISTRY,101 MAYO STREET  SUITE A,,MAERICUS,GA,31709,SUMTER
111943,20-JAN-12,31-JAN-13,Settled,1,TIFTON URGENT CARE,1401 N. TIFT AVENUE  SUITE B,,TIFTON,GA,31794,TIFT
111946,01-JUN-13,31-MAY-14,Settled,1,THE FAMILY HLTH CTR AT ADAMSVILLE,3700 MARTIN LUTHER KING  JR DRIVE,,ATLANTA,GA,30331,FULTON
111948,01-JAN-14,31-DEC-14,Settled,,OAKHURST MEDICAL CENTERS  INC.,445 WINN WAY,,DECATUR,GA,30030,DEKALB
111950,27-JUL-12,30-NOV-12,Settled,1,GEORGIA MOUNTAINS HEALTH,218 N FREDRICK ST,,DALTON,GA,30721,WHITFIELD
111951,01-JUL-14,30-JUN-15,Settled,1,ATHENS NEIGHBORHOOD HEALTH CENTER IN,675 COLLEGE AVE,,ATHENS,GA,30601,CLARKE
111952,01-JUL-14,30-JUN-15,Settled,1,ATHENS NEIGHBORHOOD HEALTH CENTER,402 MCKINLEY DRIVE,,ATHENS,GA,30601,CLARKE
111953,01-JAN-14,31-DEC-14,Settled,2,CHRIST COMM HLTH SERV AUGUSTA INC,1226 D ANTIGNAC STREET,,AUGUSTA,GA,30901,RICHMOND
111954,01-JAN-13,31-DEC-13,Settled,2,CHRIST COMM HLTH SERV AUGUSTA INC,127 TELFAIR STREET,,AUGUSTA,GA,30901,RICHMOND
111955,12-OCT-12,30-JUN-13,Settled,1,MCKINNEY COMMUNITY HEALTH CENTER INC,935 MCDONALD STREET,,WAYCROSS,GA,31501,WARE
111956,01-NOV-12,31-JAN-13,Settled,1,BYRON MEDICAL CENTER,218 HIGHWAY 49 NORTH,,BYRON,GA,31008,PEACH
111957,01-JAN-14,31-DEC-14,Settled,,J. C. LEWIS PRIMARY HEALTHCARE CENTE,125 FAHM STREET,,SAVANNAH,GA,31401-2391,CHATHAM
111958,08-MAY-13,31-MAY-14,Settled,4,TURNER ELEMENTARY SCHOOL BASED HEALT,204 N. WESTOVER BLVD,,ALBANY,GA,31707-2983,DOUGHERTY
111959,08-MAY-13,31-JAN-14,Settled,7,SOUTHWEST FAMILY PRACTICE,300 MEDICAL COURT,,OGLETHORPE,GA,31068,OGLETHORPE
111960,02-JUL-14,01-JUL-15,Settled,4,PRIMARY HLTH CARE CTR OF TIGER CREEK,134 RHEA MCCLANAHAN DRIVE,,TUNNEL HILL,GA,30755,CATOOSA
111961,01-JAN-14,31-DEC-14,Settled,3,J.C. LEWIS PRIMARY HEALTHCARE CENTER,3100 MONTGOMERY ST,,SAVANNAH,GA,31405-3212,CHATHAM
111967,01-JAN-14,31-DEC-14,Settled,1,NORTH GEORGIA HEALTHCARE CENTER,6120 ALABAMA HIGHWAY,,RINGGOLD,GA,30736-2804,CATOOSA
111971,01-JUL-14,30-JUN-15,Settled,,HEALING COMMUNITY CENTER,2600 MARTIN LUTHER KING  JR DR SW,,ATLANTA,GA,30311,FULTON
111973,04-MAR-14,31-JAN-15,Settled,,SOUTHWEST GEORGIA HEALTHCARE INC,80 WEST MAIN STREET,,BUTLER,GA,31006,TAYLOR
111974,05-MAR-14,28-FEB-15,Settled,,TENDERCARE CLINIC AT RIVER EDGE,60 GA HIGHWAY 22 WEST,,MILLEDGEVILLE,GA,31061-6606,BALDWIN
111975,19-MAR-14,31-MAR-15,Settled,1,MEDLINK HABERSHAM,396 HISTORIC HIGHWAY 441 NORTH,,DEMOREST,GA,30535,HABERSHAM
111977,01-JUL-14,30-JUN-15,Settled,,CENTRO DE SALUD DEL ESTE DE GEORGIA,1636 HATCH PKWY SOUTH,,BAXLEY,GA,31513-4376,APPLING
111978,09-APR-14,31-DEC-14,Settled,,J. C. LEWIS PRIMARY HEALTHCARE CENTE,1110 MAY STREET,,SAVANNAH,GA,31415-5470,CHATHAM
111979,09-APR-14,31-DEC-14,Settled,,J. C. LEWIS PRIMARY HEALTHCARE CENTE,2414 BULL STREET,,SAVANNAH,GA,31401-9113,CHATHAM
111981,15-MAY-14,31-DEC-14,Settled,1,COASTAL COMMUNITY HEALTH SERVICES IN,106 SHOPPERS WAY,,BRUNSWICK,GA,31525,GLYNN
111982,02-JUL-14,01-JUL-15,Settled,4,PRIMARY HEALTH CARE CTR OF CEDARTOWN,118 E. GIRARD AVENUE,,CEDARTOWN,GA,30125,POLK
111985,25-SEP-14,01-JUL-15,Settled,4,PRIMARY HLTH CARE CTR OF SUMMERVILLE,11638 HIGHWAY 27  SUITE 8,,SUMMERVILLE,GA,30747,CHATTOOGA
111987,11-NOV-14,30-JUN-15,Settled,,SAINT JOSEPH S MERCY CARE - GATEWAY,275 PRYOR STREET SW,,ATLANTA,GA,30303-3638,FULTON
113808,01-JUL-17,29-NOV-17,Settled,2,MEDICAL ACCESS CLINIC,808 PROFESSIONAL BLVD,,DALTON,GA,30720,WHITFIELD
113829,01-JAN-13,30-SEP-13,Settled,5,SMITH RURAL HEALTH CLINIC,114 SOUTH JEFFERSON STREET,,SWAINSBORO,GA,30401,EMANUEL
113835,01-MAR-17,28-FEB-18,As Submitted,1,CARROLL CO. PRIMARY HLTH CARE CLINIC,41 WELLINGTON MILL RD,,WHITESBURG,GA,30185-2606,CARROLL
113841,01-JUL-16,30-JUN-17,As Submitted,1,ST. JOSEPHS HEALTH CENTER- PEMBROKE,195 WEST RAILROAD STREET,,PEMBROKE,GA,31321,BRYAN
113858,01-JAN-16,31-DEC-16,As Submitted,4,RIVERSTONEMD  P.C.,101 RIVERSTONE VISTA,,BLUE RIDGE,GA,30513,FANNIN
113862,01-MAR-17,28-FEB-18,As Submitted,4,OMAR AKHRAS  MD PC,446 SPRING STREET,,SPARTA,GA,31087,HANCOCK
113869,01-JAN-15,31-DEC-15,Settled,4,MOUNTAIN VALLEY MEDICAL CENTER,92 BETTYS CREEK ROAD,,DILLARD,GA,30537,RABUN
113872,01-JAN-15,31-MAY-15,Settled,3,B. LAMAR MURRAY  M.D.,311 4TH STREET,,WAYNESBORO,GA,30830,BURKE
113880,01-JAN-13,30-JAN-14,Settled,3,CRAWFORD LEXINGTON MEDICAL CENTER,774 ATHENS ROAD,,LEXINGTON,GA,30648,OGLETHORPE
113885,01-JAN-17,31-DEC-17,As Submitted,3,REDDY MEDICAL GROUP,132 FRANKLIN SPRINGS STREET,,ROYSTON,GA,30662-4134,FRANKLIN
113886,01-APR-17,31-MAR-18,As Submitted,4,MEDICAL SPECIALISTS  INC,305 JONES AVENUE,,WAYNESBORO,GA,30830,BURKE
113890,01-JUL-16,30-JUN-17,As Submitted,1,WEST CARROLL FAMILY HEALTHCARE,1125 E HIGHWAY 166,,BOWDON,GA,30108,CARROLL
113897,01-JAN-10,20-MAY-10,Settled,4,FAMILY HEALTH CENTER,300 ARLINGTON DRIVE,,VIDALIA,GA,30475,TOOMBS
113936,01-AUG-15,31-JUL-16,Settled,2,PHOEBE FAMILY MEDICAL CENTER-CAMILLA,48 US 19 SOUTH,,CAMILLA,GA,31730,MITCHELL
113941,01-JAN-11,31-DEC-11,Settled,4,CENTER FOR COMMUNITY HEALTHCARE SERV,815 GRIFFIN AVENUE,,EASTMAN,GA,31023,DODGE
113948,01-JAN-15,31-DEC-15,Settled,6,AR MEDICAL  LLC,2514C TOBACCO ROAD,,HEPHZIBAH,GA,30815,RICHMOND
113951,01-JAN-13,31-DEC-13,Settled,3,HOWARD C MCMAHAN  M.D.,PO BOX 779,,OCILLA,GA,31774-0779,IRWIN
113952,01-JAN-17,31-DEC-17,As Submitted,4,HIAWASSEE FAMILY PRACTICE,56 HOSPITAL ST,,HIAWASSEE,GA,30546,TOWNS
113958,01-JAN-17,31-DEC-17,As Submitted,5,THE MEDICAL CENTER OF ELBERTON  LLP,109 COLLEGE AVENUE,,ELBERTON,GA,30635,ELBERT
113959,01-JAN-13,31-JUL-13,Settled,4,BUCHANAN MEDICAL CLINIC,30 BUCHANAN BYPASS,,BUCHANAN,GA,30113,HARALSON
113961,01-JAN-10,30-JUL-10,Settled,4,GGD INCORPORATED,201 AVERA DRIVE,,FORT VALLEY DRIVE,GA,31030,PEACH
113968,01-OCT-16,30-SEP-17,As Submitted,,KIRK CLINIC  LLC,8 LAUREL COURT,,MOULTRIE,GA,31768,COLQUITT
113972,01-AUG-15,31-JUL-16,Settled,2,PHOEBE FAMILY MEDICAL CENTER-PELHAM,410 CURRY STREET,,PELHAM,GA,31779,MITCHELL
118900,01-JUL-16,30-JUN-17,As Submitted,1,TANNER FAMILY HEALTHCARE OF FRANKLIN,2906 FRANKLIN PARKWAY,,FRANKLIN,GA,30217,HEARD
118901,01-JAN-13,31-DEC-13,Settled,4,HIDDEN VALLEY MEDICAL CENTER,4799 BLUE RIDGE DR,,BLUE RIDGE,GA,30513,FANNIN
118903,01-OCT-12,30-SEP-13,Settled,4,SCREVEN COUNTY FAMILY HEALTH CENTER,105 ROCKY FORD ROAD,,SYLVANIA,GA,30467,SCREVEN
118904,01-JUL-16,30-JUN-17,As Submitted,1,R.T. STANLEY HEALTH CENTER  LLC,110 R.T. STANLEY SR. PLACE,,LYONS,GA,30436,TOOMBS
118905,01-JUL-14,30-JUN-15,Settled,,ANGELITE FAMILY CLINIC,1009 3RD AVE,,WEST POINT,GA,31833-1215,TROUP
118906,01-JUL-16,30-JUN-17,As Submitted,1,CANDLER MEDICAL GROUP  INC. - METTER,10 DOCTORS STREET,,METTER,GA,30439,CANDLER
118907,01-JUL-14,30-JUN-15,As Submitted,2,CRISP REGIONAL CONVENIENT CARE,902 NORTH SEVENTH STREET,,CORDELE,GA,31015-3234,CRISP
118908,01-JAN-16,14-JUN-16,Settled,,MADISON MEDICAL ASSOCIATES  PC,1075 S MAIN ST,,MADISON,GA,30650-2034,MORGAN
118909,09-SEP-13,31-DEC-13,Settled,3,REDDY URGENT CARE-HARTWELL  LLC,138 WEST GIBSON STREET,,HARTWELL,GA,30643,HART
118910,01-JAN-17,31-DEC-17,Settled,5,DAHLONEGA PEDIATRICS,1055 NORTH GROVE STRRET,,DAHLONEGA,GA,30533-3876,LUMPKIN
118911,01-OCT-16,30-SEP-17,Settled,,DOERUN FAMILY MEDICINE CLINIC,128. BROAD AVENUE,,DOERUN,GA,31744,COLQUITT
118912,01-OCT-16,30-SEP-17,As Submitted,,NORMAN PARK FAMILY MEDICINE CLINIC,139 E. BROAD,,NORMAN PARK,GA,31771-5085,COLQUITT
121800,01-JUL-14,30-JUN-15,Settled,1,KOKUA KALIHI VALLEY,2239 NORTH SCHOOL STREET,,HONOLULU,HI,96819,HONOLULU
121801,01-JUL-14,30-JUN-15,Settled,1,WAIANAE COAST COMPREHENSIVE HLTH CTR,86-260 FARRINGTON HWY,,WAIANAE,HI,96792-3199,HONOLULU
121803,01-JUL-14,30-JUN-15,Settled,1,KALIHI-PALAMA HEALTH CENTER,915 NORTH KING STREET,,HONOLULU,HI,96817-4544,HONOLULU
121804,01-JUL-14,30-JUN-15,Settled,1,HILO FAMILY HEALTH CENTER,1178 KINOOLE STREET  SUITE B,,HILO,HI,96720,HAWAII
121806,01-JUL-14,30-JUN-15,Settled,1,WAIMANALO HEALTH CENTER,41-1347 KALANIANAOLE HWY,,WAIMANALO,HI,96795-1247,HONOLULU
121812,01-JUL-14,30-JUN-15,Settled,1,COMMUNITY CLINIC OF MAUI,1881 NANI STREET,,WAILUKU,HI,96732,MAUI
121813,01-JAN-14,31-DEC-14,Settled,9,HAMAKUA HEALTH CENTER,45-549 PUMERIA,,HAMAKUA,HI,96727,HAWAII
