PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hclinic_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
148970,01-JAN-14,31-DEC-14,As Submitted,4,SIDDHARTH B. JANI  MD PC,1106 OAK STREET,,MT. CARMEL,IL,62863,WABASH
148972,01-JUL-13,30-JUN-14,Settled,1,HSHS MEDICAL GROUP - TABLE GROVE,130 N BROADWAY,,TABLE GROVE,IL,61482,FULTON
148974,01-JAN-14,31-DEC-14,As Submitted,4,STAUNTON CLINIC  L.L.C.,444 NORTH EDWARDSVILLE STREET,,STAUNTON,IL,62088,MACOUPIN
148975,01-JAN-12,31-AUG-12,Settled,4,KETAN C. VYAS  MD LLC,610 NORTH COURT STREET,,GRAYVILLE,IL,62844,EDWARDS
148977,01-JUL-13,30-JUN-14,Settled,1,HYGIENIC INSTITUTE COMM HEALTH CTR,2970 CHARTRES STREET,,LASALLE,IL,61301,PERU
148980,01-JAN-13,17-JUL-13,Settled,4,CFM OF WAYNE CITY,1501 WEST ROBINSON,,WAYNE CITY,IL,62895,WAYNE
148983,01-JAN-13,17-JUL-13,Settled,4,CFM OF MT VERNON,3505 BROADWAY,,MT VERNON,IL,62864,MARION
148985,01-JAN-14,31-DEC-14,As Submitted,4,AHEARN & ASSOCIATES MEDICAL CENTER,519 ELLIOTT STREET  SUITE 51,,KEWANEE,IL,61443,HENRY
148986,01-JUL-13,30-JUN-14,Settled,4,GALLATIN COUNTY WELLNESS CENTER,5150 HIGHWAY 13,,JUNCTION,IL,62954,GALLATIN
148987,01-SEP-14,31-DEC-14,As Submitted,4,CORK MEDICAL CENTER,1410 N 2ND STREET,,MARSHALL,IL,62441,CLARK
148988,01-JAN-13,02-JUN-13,Settled,2,INTERNAL MED CLINIC OF JACKSONVILLE,1606 WEST LAFAYETTE,,JACKSONVILLE,IL,62650,MORGAN
148992,01-JAN-14,31-DEC-14,Settled,4,FAMILY MEDICINE OF MCLEANSBORO  LLC,208 SOUTH WASHINGTON STREET,,MCLEANSBORO,IL,62859-1139,HAMILTON
148993,01-JAN-14,31-DEC-14,As Submitted,4,COWDEN MEDICAL CLINIC LLC,209 E. ELM ST,,COWDEN,IL,62422-0120,SHELBY
148994,01-JAN-14,31-DEC-14,As Submitted,4,WABASH PRIMARY CARE ASSOCIATES  PC,1123 CHESTNUT ST,,MOUNT CARMEL,IL,62863-1212,WABASH
148996,01-JAN-14,31-DEC-14,As Submitted,6,IRVINGTON TOWNSHIP RHC LLC,205 HURON ST,,IRVINGTON,IL,62848,WASHINGTON
148998,01-JAN-13,30-DEC-13,As Submitted,1,SALEM FAMILY HEALTH CENTER,1250 WEST WHITTAKER,,SALEM,IL,62881,MARION
148999,01-JAN-13,31-DEC-13,Settled,4,HEARTLAND WOMEN S HEALTHCARE LTD,430 NORTH PLEASANT AVENUE,,CENTRALIA,IL,62801-3006,MARION
151805,01-JAN-14,31-DEC-14,As Submitted,1,INDIANA HEALTH CENTERS  INC,8003 CASTLE WAY DRIVE,,INDIANAPOLIS,IN,46250,MARION
151812,01-MAR-11,29-FEB-12,Settled,,CITIZENS HEALTH CORPORATION,1650 N COLLEGE AVENUE,,INDIANAPOLIS,IN,46202,MARION
151816,01-OCT-13,30-SEP-14,As Submitted,,RIGGS COMMUNITY HEALTH CENTER  INC.,1716 HARTFORD STREET,,LAFAYETTE,IN,47904,TIPPECANOE
151817,01-JAN-14,31-DEC-14,As Submitted,2,ECHO COMMUNITY HEALTH CARE  INC.,315 MULBERRY ST,,EVANSVILLE,IN,47713,VANDERBURGH
151818,01-JAN-11,31-DEC-11,Settled,1,EAST CHICAGO COMMUNITY HEALTH CENTER,1313 W CHICAGO AVENUE,,EAST CHICAGO,IN,46312,LAKE
151821,01-OCT-13,30-SEP-14,As Submitted,2,HEART CITY HEALTH CENTER,236 SIMPSON AVE.,,ELKHART,IN,46516,ELKHART
151822,01-JUL-13,30-JUN-14,As Submitted,1,OPEN DOOR HEALTH SERVICES  INC,333 S. MADISON STREET,,MUNCIE,IN,47305,DELAWARE
151823,01-JAN-14,31-DEC-14,As Submitted,,RAPHAEL HEALTH CENTER  INC.,401 EAST 34TH STREET,,INDIANAPOLIS,IN,46205,MARION
151825,01-NOV-13,31-OCT-14,As Submitted,1,MADISON COUNTY COMM. HEALTH CENTER,1547 OHIO AVE.,,ANDERSON,IN,46016,MADISON
151827,01-JAN-14,31-DEC-14,As Submitted,1,WINDROSE HEALTH NETWORK  INC.,14 TRAFALGAR SQUARE,,TRAFALGAR,IN,46181,JOHNSON
151829,01-SEP-13,31-AUG-14,As Submitted,2,NORTHSHORE HEALTH CENTERS,6450 U.S. HIGHWAY 6,,PORTAGE,IN,46368,PORTER
151830,01-JAN-10,31-DEC-10,Settled,5,SHALOM HEALTH CARE,4326 PATRICIA STREET,,INDIANAPOLIS,IN,46222,MARION
151835,01-JAN-14,31-DEC-14,As Submitted,1,MARTINDALE-BRIGHTWOOD HEALTH CENTER,3401 EAST RAYMOND STREET,,INDIANAPOLIS,IN,46203,MARION
151839,01-JAN-14,31-DEC-14,Settled,2,SHALOM HEALTH CARE CENTER,3400 LAFAYETTE RD  SUITE 200,,INDIANAPOLIS,IN,46222,MARION
151840,01-JAN-14,31-DEC-14,As Submitted,1,HEALTHLINC INCORPORATED,454 S COLLEGE AVENUE,,VALPARAISO,IN,46383-6512,PORTER
151842,01-JAN-14,31-DEC-14,As Submitted,4,COMMUNITY HEALTHNET  INC.,1021 W. 5TH AVENUE,,GARY,IN,46402,LAKE
151848,01-JUL-13,30-JUN-14,As Submitted,,FAMILY HEALTH CENTER OF CLARK COUNTY,1319 DUNCAN AVENUE,,JEFFERSONVILLE,IN,47130,CLARK
151849,01-JAN-14,31-DEC-14,As Submitted,1,VERMILLION-PARKE CHC  INC.,777 SOUTH MAIN STREET  SUITE 100,,CLINTON,IN,47842-2493,VERMILLION
151863,01-JAN-14,31-DEC-14,As Submitted,11,NORTH CENTRAL NURSING CLINICS,901 PRINCE WILLIAM ROAD,,DELPHI,IN,46923,CARROLL
151864,01-JAN-14,31-DEC-14,As Submitted,2,THREE RIVERS HEALTH SERVICES,1717 S CALHOUN ST,,FORT WAYNE,IN,46862-1949,ALLEN
151865,01-JAN-14,31-DEC-14,As Submitted,1,KNOX/WINAMAC COMMUNITY HEALTH CENTER,121 EAST PEARL STREET,,WINAMAC,IN,46996-0338,PULASKI
151867,01-JAN-14,31-DEC-14,As Submitted,4,MAPLE CITY HEALTH CARE CENTER  INC.,213 MIDDLEBURY ST,,GOSHEN,IN,46528-2956,ELKHART
151870,01-JAN-13,31-DEC-13,Settled,1,JANE PAULEY COMMUNITY HEALTH CENTER,8931 E 30TH STREET,,INDIANAPOLIS,IN,46219,MARION
151883,01-JUL-13,30-JUN-14,As Submitted,2,MERIDIAN HEALTH SERVICES  INC.,240 N. TILLOTSON AVENUE,,MUNCIE,IN,47304,DELAWARE
151884,04-OCT-12,31-DEC-12,Settled,1,THREE RIVERS HEALTH SERVICES,1721 S. CALHOUN STREET,,FORT WAYNE,IN,46802,ALLEN
151885,02-JAN-13,31-DEC-13,Settled,1,VERMILLION-PARKE CHC  INC.,777 SOUTH MAIN STREET  SUITE 100,,CLINTON,IN,47842-2493,VERMILLION
151886,01-JAN-14,31-DEC-14,As Submitted,1,WEST HEALTH CENTER,6029 WEST 10TH STREET,,INDIANAPOLIS,IN,46224,MARION
151887,01-JAN-14,31-DEC-14,As Submitted,,TECH TEEN CLINIC,1500 E. MICHIGAN ST.,,INDIANAPOLIS,IN,46201,MARION
151888,01-JAN-14,31-DEC-14,As Submitted,1,HARSHMAN MIDDLE SCHOOL,1501 E. 10TH ST.,,INDIANAPOLIS,IN,46201,MARION
151889,01-JAN-14,31-DEC-14,As Submitted,1,GEORGE WASHINGTON COMMUNITY SCHOOL,2215 W. WASHINGTON ST.,,INDIANAPOLIS,IN,46202,MARION
151890,24-APR-13,31-DEC-13,Settled,9,ESKENAZI HEALTH CENTER BLACKBURN,2700 DR. MARTIN LUTHER KING JR ST.,,INDIANAPOLIS,IN,46208-5019,MARION
151891,24-APR-13,31-DEC-13,Settled,9,ESKENAZI HEALTH CENTER FOREST MANOR,3840 N. SHERMAN DRIVE,,INDIANAPOLIS,IN,46226-4462,MARION
151892,24-APR-13,31-DEC-13,Settled,9,ESKENAZI HEALTH CENTER WCOE,1002 WISHARD BOULEVARD,,INDIANAPOLIS,IN,46202,MARION
151893,01-JAN-14,31-DEC-14,As Submitted,9,ESKENAZI HEALTH CENTER PRIMARY CARE,720 ESKENAZI AVENUE  OCC 2ND FLOOR,,INDIANAPOLIS,IN,46202,MARION
151894,24-APR-13,31-DEC-13,Settled,9,ESKENAZI HEALTH CENTER N. ARLINGTON,2505 N. ARLINGTON AVENEU,,INDIANAPOLIS,IN,46218-3318,MARION
151895,24-APR-13,31-DEC-13,Settled,9,ESKENAZI HEALTH CENTER PCC-PEDIATRIC,1002 WISHARD BOULEVARD,,INDIANAPOLIS,IN,46202,MARION
151896,24-APR-13,31-DEC-13,Settled,9,ESKENAZI HEALTH CTR FOR SR HEALTH,1050 WISHARD BOULEVARD,,INDIANAPOLIS,IN,46202-5166,MARION
151897,24-APR-13,31-DEC-13,Settled,9,ESKENAZI HEALTH CTR COTTAGE CORNER,1434 SHELBY STREET,,INDIANAPOLIS,IN,46203-1945,MARION
151898,24-APR-13,31-DEC-13,Settled,9,ESKENAZI HEALTH CENTER WESTSIDE,2732 W. MICHIGAN STREET,,INDIANAPOLIS,IN,46222-3750,MARION
151899,24-APR-13,31-DEC-13,Settled,9,ESKENAZI HEALTH CENTER PECAR,6940 MICHIGAN ROAD,,INDIANAPOLIS,IN,46268-2800,MARION
151900,24-APR-13,31-DEC-13,Settled,9,ESKENAZI HEALTH CENTER GRASSY CREEK,9443 E. 38TH STREET,,INDIANAPOLIS,IN,46235-2132,MARION
151901,12-JUN-13,31-DEC-13,Settled,2,HEALTHLINC EAST CHICAGO,100 W. CHICAGO AVENUE,,EAST CHICAGO,IN,46312,LAKE
151902,01-JAN-14,31-DEC-14,As Submitted,1,NORTHEAST HEALTH CENTER,3908 MEADOWS DRIVE,,INDIANAPOLIS,IN,46205,MARION
151903,12-AUG-13,30-JUN-14,As Submitted,4,COMMUNITY HEALTHNET  INC.,6100 BROADWAY,,MERRILLVILLE,IN,46410,LAKE
151904,12-AUG-13,30-JUN-14,As Submitted,4,COMMUNITY HEALTHNET  INC.,5927 COLUMBIA AVENUE,,HAMMOND,IN,46320,LAKE
151905,06-AUG-13,31-DEC-13,Settled,,COMMUNITY HEALTHNET CALUMET,3900 CALHOUN ST,,GARY,IN,46408-1753,LAKE
151908,13-AUG-13,31-DEC-13,Settled,,COMMUNITY HEALTHNEET MILLER,1015 N SHELBY ST,,GARY,IN,46403-1446,LAKE
151911,01-JAN-14,31-DEC-14,Settled,1,COMMUNITY HEALTH NET,8679 CONNECTICUT ST,,MERRILLVILLE,IN,46410,LAKE
151912,09-JAN-14,31-AUG-14,As Submitted,2,NORTHSHORE HEALTH CENTERS,6920 INDIANAPOLIS BLVD,,HAMMOND,IN,46324,LAKE
151913,06-FEB-14,30-JUN-14,As Submitted,2,REGIONAL HEALTH CLINIC,559 STATE STREET,,HAMMOND,IN,46320-1533,LAKE
151914,19-FEB-14,30-JUN-14,As Submitted,2,REGIONAL HEALTH CLINIC HOMELESS,527 STATE STREET,,HAMMOND,IN,46320-1533,LAKE
151916,01-APR-14,31-DEC-14,As Submitted,1,HOMELESS INITITAIVE PROGRAM,1835 N. MERIDIAN ST.,,INDIANAPOLIS,IN,46202,MARION
151917,01-APR-14,31-DEC-14,As Submitted,1,WHEELER SHELTER FOR WOMEN & CHILDREN,3208 E. MICHIGAN ST.,,INDIANAPOLIS,IN,46201,MARION
151918,01-APR-14,31-DEC-14,As Submitted,1,HOLY FAMILY SHELTER,907 N. HOLMES AVE.,,INDIANAPOLIS,IN,46222,MARION
151919,15-APR-14,30-JUN-14,As Submitted,2,MERIDIAN HEALTH SERVICES  CORP.,509 CONRAD HARCOURT WAY,,RUSHVILLE,IN,46173,RUSH
151920,01-APR-14,31-DEC-14,As Submitted,1,INTERFAITH HOSPITALITY NETWORK,1850 N. ARSENAL AVE.,,INDIANAPOLIS,IN,46218,MARION
151921,05-FEB-14,31-AUG-14,Settled,2,NORTHSHORE MEDICAL CENTERS,276 E 68TH PL,,MERRILLVILLE,IN,46410,LAKE
151924,14-MAY-14,30-JUN-14,As Submitted,2,MERIDIAN MUNCIE WOMEN S HEALTH CENTE,2501 W. JACKSON ST.,,MUNCIE,IN,47303,DELAWARE
151925,20-MAY-14,31-DEC-14,As Submitted,1,WHEELER SHELTER FOR MEN,520 E. MARKET ST.,,INDIANAPOLIS,IN,46204,MARION
151926,07-AUG-14,31-DEC-14,As Submitted,,INDIANA HEALTH CENTERS SB AT OAKLAWN,411 E MADISON ST.,,SOUTH BEND,IN,46617,ST. JOSEPH
151928,14-APR-14,31-JAN-15,As Submitted,1,WABASH VALLEY HEALTH CENTER  INC.,1436 LOCUST STREET,,TERRE HAUTE,IN,47807,VIGO
151936,10-NOV-14,31-DEC-14,Settled,,GRANT BLACKFORD COMMUNITY SUPPORT,206 W 8TH STREET,,MARION,IN,46953,GRANT
151937,27-OCT-14,31-DEC-14,Settled,,INDIANA HEALTH CENTERS INC SCHNEICK,8003 CASTLE WAY DRIVE,,INDIANAPOLIS,IN,46250,MARION
153804,01-SEP-14,31-DEC-14,As Submitted,4,CLAY CITY FAMILY MEDICINE,1606 N 7TH STREET,,TERRE HAUTE,IN,47804,CLAY
153809,01-JAN-13,31-DEC-13,Settled,4,KNOX FAMILY PRACTICE  INC,1520 SOUTH HEATON ST,,KNOX,IN,46534-2316,STARKE
153816,01-JAN-14,31-DEC-14,As Submitted,4,PREMIER HEALTHCARE,RR 1 BOX 1002,,LINTON,IN,47441,GREENE
153819,01-JAN-14,30-SEP-14,As Submitted,1,COMMUNITY RURAL HEALTH CLINIC  LLC,1207 EAST NATIONAL AVE,,BRAZIL,IN,47834,CLAY
153821,01-JAN-14,31-DEC-14,As Submitted,3,JOANNE GUTTMAN  M.D.,11137 US 52  SUITE B,,BROOKVILLE,IN,47012,FRANKLIN
153823,01-JAN-14,31-DEC-14,As Submitted,4,REDI-CARE  INC.  P.C.,2120 NORTH DETRIOT STREET,,LA GRANGE,IN,46761-1147,LA GRANGE
153825,01-JAN-12,31-DEC-12,Settled,1,CRAWFORD COUNTY FAMILY HEALTH,5604 E WHITE OAK LANE,,MARENGO,IN,47140,CRAWFORD
153828,01-JAN-14,31-DEC-14,As Submitted,6,MONTICELLO MEDICAL CENTER,826 NORTH SIXTH STREET,,MONTICELLO,IN,47960-1752,WHITE
153829,01-JAN-14,31-DEC-14,As Submitted,3,ROBERT E. JUDGE  MD,1521 WEST MAIN STREET,,BERNE,IN,46711,ADAMS
153832,01-JAN-14,31-DEC-14,As Submitted,4,NASHVILLE FAMILY MEDICINE,103 WILLOW STREET  SUITE B,,NASHVILLE,IN,47448,BROWN
153837,01-JAN-14,31-DEC-14,As Submitted,5,WORTHINGTON FAMILY MEDICIE,102 E. MAIN STREET,,WORTHINGTON,IN,47471,GREENE
153838,01-JAN-12,01-JAN-13,Settled,4,JAMES D KOZAREK   MD,201 WEST MAIN CROSS,,EDINBURG,IN,46124,JOHNSON
153843,01-OCT-13,30-SEP-14,As Submitted,1,DEACONESS CLINIC  INC,100 W. PIKE AVENUE,,PETERSBURG,IN,47567,PIKE
153853,01-JAN-13,31-DEC-13,As Submitted,3,THOMAS L MILLER  RHC,1500 W. MAUMEE,,ANGOLA,IN,46703,STEUBEN
153854,01-JAN-11,28-FEB-11,Settled,,OAKLAND CITY FAMILY PRACTICE LLC,HIGHWAY 64 WEST,,OAKLAND CITY,IN,47660,GIBSON
153855,01-JAN-14,31-DEC-14,As Submitted,4,THOROUGHCARE,4808 N VIKING TRAIL,,NEW CASTLE,IN,47362,HENRY
153857,01-JAN-14,31-DEC-14,As Submitted,1,KNOX FAMILY MEDICAL CENTER,402 WEST CULVER ROAD,,KNOX,IN,46534,STARKE
153859,01-JUL-13,30-JUN-14,As Submitted,1,DALE FAMILY MEDICINE,4 WEST VINE STREET,,DALE,IN,47523,SPENCER
153860,01-JUL-13,30-JUN-14,As Submitted,1,MARTIN COUNTY HEALTH CLINIC,250 HIGH STREET,,SHOALS,IN,47581,MARTIN
153861,01-JAN-13,30-JUN-13,Settled,1,MERIDIAN HEALTH SERVICES,509 HARCOURT WAY,,RUSHVILLE,IN,46173,RUSH
153862,01-JAN-14,31-DEC-14,Settled,9,SWITZERLAND COUNTY NURSE MANAGED CLI,727 HIGHWAY 56  SUITE 300,,VEVEY,IN,47043,SWITZERLAND
153863,01-JAN-13,31-DEC-13,Settled,2,NEW CASTLE PEDIATRICS,1000 NORTH 16TH STREET,,NEW CASTLE,IN,47362,HENRY
153864,01-JAN-14,31-DEC-14,As Submitted,3,KENNETH D. WATKINS,108 E HOSPITAL DR,,WINCESTER,IN,47394,RANDOLPH
153868,20-JUN-14,31-DEC-14,As Submitted,9,SULLIVAN COUNTY COMMUNITY HOSPITAL,2229 MARY SHERMAN DRIVE,,SULLIVAN,IN,47882-7633,SULLIVAN
153869,01-JAN-14,31-DEC-14,As Submitted,5,PROVIDENCE MEDICAL GROUP  LLC,1214 E. NATIONAL AVENUE  SUITE 100,,BRAZIL,IN,47834,CLAY
153870,01-JAN-14,31-DEC-14,As Submitted,,JOHN A EGLI MD PC,315 LEHMAN AVE,,TOPEKA,IN,46571,LAGRANGE
153871,01-JAN-14,31-DEC-14,As Submitted,1,LITTLE COMPANY OF MARY HOSPITAL CMP,2005 STATE STREET  SUITE A,,WASHINGTON,IN,47501,DAVIES
153872,01-JUL-13,30-JUN-14,As Submitted,1,PETERSBURG FAMILY MEDICINE,P.O. BOX 66,,PETERSBURG,IN,47567,PIKE
153878,01-JAN-14,31-DEC-14,Settled,,HEARTLAND OB/GYN,1401 MEMORIAL AVE  SUITE B,,WASHINGTON,IN,47501,DAVIESS
153881,01-JUL-13,30-JUN-14,As Submitted,5,FAMILY HEALTH CENTER OF WINCHESTER,473 GREENVILLE AVE,,WINCHESTER,IN,47934,RANDOLPH
153882,01-JAN-14,31-DEC-14,As Submitted,3,ST LUKES MEDICAL MINISTRY PC,1441 NORTH GARDNER,,SCOTTSBURG,IN,47170,SCOTT
153883,01-JAN-14,31-DEC-14,As Submitted,3,FOUNDATIONS FAMILY MEDICINE PC,25 WEST MAIN STREET,,AUSTIN,IN,47102,SCOTT
153884,01-JAN-12,30-SEP-12,As Submitted,4,GOSPORT FAMILY PRACTICE,7 EAST MAIN STREET,,GOSPORT,IN,47433,OWEN
153885,01-JAN-12,30-SEP-12,As Submitted,4,HOMETOWN HEALTHCARE,9 CRANE AVENUE,,SPENCER,IN,47460,OWEN
153886,01-JAN-14,31-DEC-14,As Submitted,5,GREENE COUNTY HEALTH - LINTON,1210 N 1000 W,,LINTON,IN,47441,GREENE
153887,01-JUL-13,30-JUN-14,As Submitted,5,JENNINGS FAMILY CARE,301 HENRY STREET,,NORTH VERNON,IN,47265,JENNINGS
153888,18-NOV-13,31-DEC-14,Settled,,FAMILY & OCCUPATIONAL MEDICINE OF RI,105 E. SECOND STREET,,RIDGEVILLE,IN,47380,RANDOLPH
153890,01-JAN-14,31-DEC-14,Settled,4,MONTGOMERY MEDICAL ASSOC. LLC,542 NORTH 3RD ST,,MONTGOMERY,IN,47558-5745,DAVIESS
153891,01-OCT-13,30-SEP-14,As Submitted,1,SOUTHERN INDIANA COMMUNITY HEALTH CA,420 WEST LONGEST STREET,,PAOLI,IN,47454,ORANGE
153892,01-JAN-12,30-JUN-12,Settled,1,UPLAND HEALTH & DIAGNOSTIC CENTER,1809 SOUTH MAIN ST,,UPLAND,IN,46989,GRANT
153893,01-JAN-12,31-JUL-12,Settled,1,SHIPSHEWANA FAMILY MEDICINE,450 E COUNTRY LANE,,SHIPSHEWANA,IN,46540,LAGRANGE
153894,01-FEB-10,31-DEC-10,Settled,6,MONROE PRIMARY CARE BLOOMFIELD,708A MAIN ST.,,BLOOMFIELD,IN,47424,GREENE
153895,01-JAN-14,31-DEC-14,Settled,9,WAYNE COUNTY HEALTH DEPARTMENT,203 E MAIN STREET,,RICHMOND,IN,47374,WAYNE
153896,28-OCT-13,31-DEC-14,Settled,2,CAMBRIDGE CITY FAMILY MEDICINE,1 E CHURCH STREET,,CAMBRIDGE CITY,IN,47327-1241,WAYNE
153898,01-JUL-13,31-DEC-13,Settled,1,CAREY SERVICES  INC.,2724 S. CAREY STREET,,MARION  IN 46953,IN,46953,GRANT
153899,01-JUL-13,30-JUN-14,As Submitted,,JOHNSON NICHOLS HEALTH CLINIC INC.,645 W MORGAN STREET,,SPENCER,IN,47460-1133,OWEN
153900,01-JAN-14,31-DEC-14,Settled,2,RANDOLPH MEDICAL CENTER,400 S. OAK ST,,WINCHESTER,IN,47394,RANDOLPH
153901,01-JAN-14,31-DEC-14,Settled,2,REID FAMILY HEALTH CENTER,1250 CHESTER BLVD,,RICHMOND,IN,47374,RANDOLPH
153902,01-OCT-13,30-SEP-14,As Submitted,4,VALLEY HEALTH,9529 W STATE ROAD 56,,FRENCH LICK,IN,47432,ORANGE
153903,01-JUL-13,30-JUN-14,As Submitted,1,CRAWFORD COUNTY FAMILY MEDICINE,6402 E INDUSTRIAL LANE,,LEAVENWORTH,IN,47137,LEAVENWORTH
153904,01-JAN-14,31-DEC-14,Settled,4,GOOD SAMARITIAN HSPT PIKE COUNTY,611 E. MAIN ST,,PETERSBURG,IN,47567,PIKE
153905,02-JAN-14,31-DEC-14,Settled,4,STROUD MEDICAL CLINIC,1401 MEMORIAL AVENUE  SUITE C,,WASHINGTON,IN,47501,DAVIESS
153906,20-JUN-14,31-DEC-14,Settled,9,CARLISLE MEDICAL CLINIC,8685 OLD HIGHWAY 41 S,,CARLISLE,IN,47838,SULLIVAN
153907,28-MAY-14,31-DEC-14,As Submitted,4,ACUTE MEDICAL CARE INC,1145 INDIANAPOLIS ROAD,,GREENCASTLE,IN,46135,PUTNAM
153908,19-AUG-14,31-DEC-14,Settled,2,NEW CASTLE FAMILY AND INTERNAL MED,2200 FOREST RIDGE PARKWAY,,NEW CASTLE,IN,47362,HENRY
153909,18-AUG-14,31-DEC-14,As Submitted,9,UNION COUNTY HEALTH DEPARTMENT,6 W SOUTH STREET,,LIBERTY,IN,47353,UNION
161800,01-JUL-13,30-JUN-14,As Submitted,1,PEOPLES COMMUNITY HEALTH CLINIC INC,905 FRANKLIN STREET,,WATERLOO,IA,50703,BLACK HAWK
161801,01-FEB-14,31-JAN-15,As Submitted,1,COMMUNITY HEALTH CARE  INC.,500 WEST RIVER DRIVE,,DAVENPORT,IA,52801,SCOTT
161802,01-FEB-14,31-JAN-15,As Submitted,1,SIOUXLAND COMMUNITY HEALTH CENTER,1021 NEBRASKA STREET,,SIOUX CITY,IA,51102,WOODBURY
161803,01-MAR-14,28-FEB-15,As Submitted,1,ALL CARE HEALTH CENTER,902 SOUTH 6TH STREET,,COUNCIL BLUFFS,IA,51501,POTTAWATTAMIE
161804,01-JUL-13,30-JUN-14,As Submitted,1,PRIMARY HEALTH CARE  INC.,717 GRAND AVENUE,,DES MOINES,IA,50309-2704,POLK
161813,01-MAR-14,28-FEB-15,As Submitted,,RIVER HILLS CHC,201 S. MARKET,,OTTUMWA,IA,52501,WAPELLO
161826,01-DEC-13,30-NOV-14,As Submitted,1,COMMUMITY HEALTH CENTERS OF SO IA,302 NE 14TH STREET,,LEON,IA,50144,DECATUR
161828,01-JAN-14,31-DEC-14,As Submitted,1,UNITED COMMUNITY HEALTH CENTER  INC.,715 WEST MILWAUKEE AVENUE,,STORM LAKE,IA,50588,BUENA VISTA
161829,01-JAN-14,31-DEC-14,As Submitted,1,COMMUNITY HEALTH CTR OF FORT DODGE,126 NORTH 10TH STREEET,,FORT DODGE,IA,50501,WEBSTER
161844,01-JUL-13,30-JUN-14,As Submitted,1,LINN COMMUNITY CARE,1201 3RD AVENUE SOUTHEAST,,CEDAR RAPIDS,IA,52403,LINN
161849,01-NOV-13,31-OCT-14,As Submitted,1,CRESCENT COMMUNITY HEALTH CENTER,1789 ELM STREET  SUITE A,,DUBUQUE,IA,52001,DUBUQUE
161853,01-JUL-13,30-JUN-14,As Submitted,1,GREATER SIOUX COMMUNITY HEALTH CENTR,338 1ST AVENUE NW,,SIOUX CENTER,IA,51250,SIOUX
161854,01-JUL-12,30-JUN-13,Settled,1,PROTEUS INC,3850 MERLE HAY RD STE 500,,DES MOINES,IA,50310,POLK
161855,01-JUL-12,30-JUN-13,Settled,1,PROTEUS INC,107 N. 7TH STREET,,FORT DODGE,IA,50501,WEBSTER
161856,01-JUL-12,30-JUN-13,Settled,4,PROTEUS INC,1548 S GILBERT STREET,,IOWA CITY,IA,52240,JOHNSON
161861,01-OCT-13,30-JUN-14,As Submitted,1,PHC MERCY FAMILY RESIDENCY PROJECT,250 LAUREL STREET,,DES MOINES,IA,50314-3024,POLK
161862,01-FEB-14,31-JAN-15,Settled,2,COMMUNITY HEALTH CARE DENTAL,125 SCOTT STREET,,DEVENPORT,IA,52801,SCOTT
161863,06-JAN-14,30-JUN-14,As Submitted,1,PRIMARY HEALTH CARE - STORY COUNTY,1202 DUFF AVENUE,,AMES,IA,50010,STORY
163818,01-JAN-14,31-DEC-14,As Submitted,1,GUNDERSEN CLINIC-FAYETTE,110 KING STREET,,FAYETTE,IA,52142,FAYETTE
163827,01-JUL-12,30-JUN-13,Settled,3,REDFIELD MEDICAL CLINIC,1013 FIRST STREET,,REDFIELD,IA,50233,DALLAS
163831,01-JAN-14,31-DEC-14,As Submitted,4,FAMILY MEDICINE CLINIC PC,1614 DIAMOND STREET PLACE,,ONAWA,IA,51040,MONONA
163833,01-JAN-14,31-DEC-14,As Submitted,4,MEDICAL CLINIC  P.C.,313 MAIN STREET,,SIDNEY,IA,51652,FREMONT
163841,01-JUL-13,30-JUN-14,Settled,1,GENESIS HLTH GRP-LOWDEN FAMILY MED,305 MCKINLEY AVENUE,,LOWDEN,IA,52255-9540,CEDAR
163846,01-JUL-13,30-JUN-14,As Submitted,4,KINGSLEY MERCY MEDICAL CLINIC-SC,111 MAIN STREET,,KINGSLEY,IA,51028,PLYMOUTH
163849,01-JUL-13,30-JUN-14,As Submitted,4,WAPELLO MEDICAL CLINIC,220 MULBERRY STREET,,WAPELLO,IA,52653,LOUISA
163853,01-AUG-14,31-DEC-14,As Submitted,6,VIVIAN D CHANCE ARNP LLC,222 BROADWAY,,AUDUBON,IA,50025,AUDUBON
163869,01-JAN-11,30-APR-11,Settled,4,CUNNINGHAM FAMILY HEALTH CARE CLINIC,515 PACIFIC STREET  STE 2,,AUDUBON,IA,50025,AUDUBON
163878,01-JUL-14,01-JAN-15,As Submitted,4,DALLAS CENTER MEDICAL ASSOCIATES  PC,507 14TH STREET,,DALLAS CENTER,IA,50063,DALLAS
163879,01-OCT-10,31-OCT-11,Settled,1,SUMNER MEDICAL CLINIC  P.C.,104 W SECOND ST,,SUMNER,IA,50674,BREMER
163881,01-JAN-14,31-DEC-14,As Submitted,1,GUNDERSEN CLINIC-WEST UNION,110 JEFFERSON,,WEST UNION,IA,52175,FAYETTE
163882,01-JAN-14,31-DEC-14,As Submitted,1,GUNDERSEN CLINIC-POSTVILLE,111 S REYNOLDS,,POSTVILLE,IA,52162,ALLAMAKEE
163890,01-JAN-14,31-DEC-14,As Submitted,6,FAMILY HEALTH CARE OF SIOUXLAND PLC,410 MAIN ST,,MOVILLE,IA,51039,WOODBURY
