PROVIDER_NUMBER,FQHC14_Name,Street_Addr,PO_Box,City,State,Zip_Code,County
151945,VISION ACADEMY,1751 RIVERSIDE DR,,INDIANAPOLIS,IN,46202,MARION
151946,NORTHSHORE CHESTERTON HEALTH CENTER,407 W INDIANA AVE,,CHESTERTON,IN,46304,PORTER
151947,VISTA COMMUNITY HEALTH CENTER,808 N 3RD STREET,,GOSHEN,IN,46528-7100,ELKHART
151948,SALVATION ARMY HARBOR LIGHT,2400 TIBBS AVE,,INDIANAPOLIS,IN,46222,MARION
151949,VALLEY PROFESSIONALS CHC INC CRAWFOR,1810 LAFAYETTE ROAD,,CRAWFORDSVILLE,IN,47933,MONTGOMERY
151950,SALVATION ARMY FAMILY SERVICE CENTER,540 N. ALABAMA STREET,,INDIANAPOLIS,IN,46204,MARION
151951,VALLEY PROFESSIONALS CHC INC TERRE H,1530 N 7TH STREET  SUITE 201,,TERRE HAUTE,IN,47807,VIGO
151952,HEALTHLINC SOUTH BEND DENTAL,1002 S ESTHER ST,,SOUTH BEND,IN,46615-1440,ST JOSEPH
151953,DAYSPRING CENTER,1537 CENTRAL AVENUE,,INDIANAPOLIS,IN,46202,MARION
151954,ESKENAZI HEALTH CENTER BARTON ANNEX,501 N. EAST STREET,,INDIANAPOLIS,IN,46204-1632,MARION
151955,IHC BENDIX COMMUNITY HEALTH CENTER,1010 BENDIX DRIVE,,SOUTH BEND,IN,46628,ST. JOSEPH
151956,PSS DBA MARRAM HEALTH CENTER,3229 BROADWAY,,GARY,IN,46409,LAKE
151957,WINDROSE HEALTH NETWORK-EPLER PARKE,5550 S. EAST STREET  STE C,,INDIANAPOLIS,IN,46227,MARION
151958,REGIONAL HEALTH CLINIC STARK,3903 INDIANAPOLIS BLVD.,,EAST CHICAGO,IN,46312,LAKE
151959,LIFESPRING COMMUNITY MEDICAL SERVICE,1036 SHARON DRIVE,,JEFFERSONVILLE,IN,47130,CLARK
151960,IMAGINE INDIANA LIFE & SCIENCES ACAD,4950 W 34TH ST,,INDIANAPOLIS,IN,46224,MARION
151961,MERIDIAN HEALTH SERVICES HENRY COUNT,930 N. 14TH ST.,,NEW CASTLE,IN,47362,HENRY
151962,MERIDIAN HEALTH SERVICES PEDIATRICS,205 N TILLOTSON AVE,,MUNCIE,IN,47304,DELAWARE
151963,MERIDIAN HEALTH SERVICES WEST JAY,1150 S MAIN ST,,DUNKIRK,IN,47336,JAY
151964,WAYNE COUNTY COMMUNITY HEALTH CENTER,203 E MAIN,,RICHMOND,IN,47374,WAYNE
151965,HEALTHLINC DBA SOUTH BEND - MEDICAL,941 SOUTH 20TH STREET,,SOUTH BEND,IN,46615,ST. JOSEPH
151966,FAMILY HEALTH CLINIC OF BURLINGTON,425 E 5TH STREET  SUITE B,,BURLINGTON,IN,46915,CARROLL
151967,NORTHWEAT HEALTH CENTER,2944 CLIFTON STREET,,INDIANAPOLIS,IN,46208,MARION
151968,AUSTIN MEDICAL CENTER,825 N HIGHWAY 31,,AUSTIN,IN,47102,SCOTT
151969,SHALOM 56TH STREET - NEW ACCESS POIN,5750 W 56TH ST,,INDIANAPOLIS,IN,46254-1695,MARION
151970,REGIONAL HEALTH CLINIC HOHMAN,4022 HOHMAN AVENUE,,HAMMOND,IN,46327,LAKE
151971,JANE PAULEY CHC AT MADISON,8320 MADISON AVE.,,INDIANAPOLIS,IN,46227,MARION
151972,JANE PAULEY CHC AT WIGWAM,1229 LINCOLN ST.,,ANDERSON,IN,46016,MADISON
151973,JANE PAULEY CHC AT ALEXANDRIA,121 W WASHINGTON ST,,ALEXANDRIA,IN,46001,MADISON
151974,JANE PAULEY- EBBERTT,325 W 38TH ST,,ANDERSON,IN,46013-4017,MADISON
151975,MERIDIAN HEALTH SERVICE - WALNUT,110 E. WYSOR STREET,,MUNCIE,IN,47304,DELAWARE
151976,FAMILY HEALTH CLINIC OF WOLCOTT,128 W. MARKET ST,,WOLCOTT,IN,47995,WHITE
151977,JANE PAULEY CHC AT SHELBYVILLE,1640 E STATE RD 44  SUITE B,,SHELBYVILLE,IN,46176-4030,SHELBY
151978,MERIDIAN HEALTH SERVICES CONVENIENCE,500 W VPTAW ST.  SUITE A,,PORTLAND,IN,47362,47371
151979,SALEM COMMUNITY MEDICAL SERVICES,1321  S JACKSON STREET,,SALEM,IN,47167,WASHINGTON
151980,MERIDIAN HEALTH SERVICES CORP,130 N TILLOTSON AVE,,MUNCIE,IN,47304-3987,DELAWARE
151981,BARRINGTON HEALTH CENTER,3401 E RAYMOND ST,,INDIANAPOLIS,IN,46203,MARION
151982,IHC - OWEN COUNTY,35 BOB BABBS DR,,SPENCER,IN,47460,OWEN
151983,IHC AT FOUR COUNTY,421 12TH ST,,LOGANSPORT,IN,46947,CASS
151984,VPCHC-ROCKVILLE CLINIC,727 N LINCOLN RD,,ROCKVILLE,IN,47872-1117,PARKE
151985,ESKENAZI HEALTH CTR,1650 N COLLEGE AVE  SUITE B,,INDIANAPOLIS,IN,46202-1715,MARION
151986,GREENE COUNTY HEALTH SHAKAMAK,714 W MAIN ST,,JASONVILLE,IN,47438,GREENE
151987,GREENE COUNTY HEALTH LINTON,1600 A ST. NE  SUITE 9,,LINTON,IN,47441,GREENE
151988,GREENE COUNTY HEALTH WORTHINTON,102 E MAIN ST,,WORTHINGTON,IN,47471-1603,GREENE
151989,GREENE COUNTY HEALTH WESTGATE,1985 E FREEDOM DR,,NEWBERRY,IN,47449-7125,GREENE
161800,PEOPLES COMMUNITY HEALTH CLINIC INC,905 FRANKLIN STREET,,WATERLOO,IA,50703,BLACK HAWK
161801,COMMUNITY HEALTH CARE  INC.,500 WEST RIVER DRIVE,,DAVENPORT,IA,52801,SCOTT
161802,SIOUXLAND COMMUNITY HEALTH CENTER,1021 NEBRASKA STREET,5410,SIOUX CITY,IA,51105-1436,WOODBURY
161803,ALL CARE HEALTH CENTER,902 SOUTH 6TH STREET,,COUNCIL BLUFFS,IA,51501,POTTAWATTAMIE
161804,PRIMARY HEALTH CARE  INC.,717 GRAND AVENUE,,DES MOINES,IA,50309-2704,POLK
161813,RIVER HILLS CHC,9 ELEANOR DR.,458,OTTUMWA,IA,52501,WAPELLO
161826,COMMUNITY HEALTH CENTERS OF SO IA,302 NE 14TH STREET,,LEON,IA,50144,DECATUR
161828,UNITED COMMUNITY HEALTH CENTER  INC.,715 WEST MILWAUKEE AVENUE,,STORM LAKE,IA,50588,BUENA VISTA
161829,COMMUNITY HEALTH CENTER OF FORT DODG,126 NORTH 10TH STREET,,FORT DODGE,IA,50501,WEBSTER
161844,EASTERN IOWA HEALTH CENTER,4251 RIVER CENTER COURT NE,,CEDAR RAPIDS,IA,52402,LINN
161849,CRESCENT COMMUNITY HEALTH CENTER,1690 ELM STREET  SUITE 300,,DUBUQUE,IA,52001,DUBUQUE
161853,GREATER SIOUX COMMUNITY HEALTH CENTR,338 1ST AVENUE NW,,SIOUX CENTER,IA,51250,SIOUX
161854,PROTEUS INC.,3850 MERLE HAY RD  SUITE 100,,DES MOINES,IA,50310-1330,POLK
161855,PROTEUS INC FORT DODGE SITE,107 N 7TH STREET,,FORT DODGE,IA,50501-3830,WEBSTER
161856,PROTEUS INC IOWA CITY SITE,1548 S GILBERT ST,,IOWA CITY,IA,52240-4304,JOHNSON
161864,PRIMARY HEALTH CARE MARSHALLTOWN DEN,112 E LINN ST,,MARSHALLTOWN,IA,50158,MARSHALL
161865,CHC CLINTON,925 SOUTH 4TH STREET,,CLINTON,IA,52732,CLINTON
161866,PRIMARY HEALTH CARE AT SCAVO,1800 GRAND AVE,,DES MOINES,IA,50309,POLK
161867,EDGERTON WOMENS HEALTH CENTER,1510 E RUSHOLME STREET,,DAVENPORT,IA,52803,SCOTT
161868,EASTERN IOWA HEALTH CENTER,1201 3RD AVENUE SE,,CEDAR RAPIDS,IA,52403,LINN
161869,PRIMARY HEALTH CARE UNIVERSITY DENTA,1200 UNIVERSITY AVE STE 100,,DES MOINES,IA,50314-2355,POLK
161870,PRIMARY HEALTH CARE AT HOOVER/MEREDI,4800 AURORA AVE,,DES MOINES,IA,50310-2903,POLK
161871,RHCHC BH,300 W. KELLEY STREET,,SIGOURNEY,IA,52591,KEOKUK
161872,EASTERN IOWA WALK IN CLINIC,947 14TH AVENUE SE,,CEDAR RAPIDS,IA,52401,LINN
161873,PRIMARY HEALTH CARE WEST SIDE CLINIC,1601 NW 114TH STREET SUITE 334,,CLIVE,IA,50325,POLK
161874,EASTERN IOWA DENTAL CENTER,1225 3RD AVENUE SE,,CEDAR RAPIDS,IA,52403-4099,LINN
161875,PROTEUS INC DES MOINES SITE,1221 CENTER STREET  STE 16,,DES MOINES,IA,50309-1014,POLK
161876,COMMUNITY HEALTH CENTERS OF SO IA,1030 N 7TH ST,,CHARITON,IA,50049,LUCAS
161877,COMMUNITY HEALTH CENTER OF MASON CIT,404 N FEDERAL AVE,,MASON CITY,IA,50401-3214,CERRO GORDO
161878,COMMUNITY HEALTH CENTERS OF SO IA,131 W WASHINGTON ST,,OSCEOLA,IA,50213,CLARKE
161879,PRIMARY HC - MARSHALLTOWN SPECIALTY,704 MAY STREET,,MARSHALLTOWN,IA,50158,MARSHALL
161880,NEW VISIONS HOMELESS SERVICES,1435 NORTH 15TH STREET,,COUNCIL BLUFFS,IA,51501,POTTAWATTAMIE
161881,FLORENCE M LAKIN HEALTH CENTER,1415 AVENUE J  SUITE 2,,COUNCIL BLUFFS,IA,51501,POTTAWATTAMIE
161882,RHCHC CARDINAL COMMUNITY SCHOOL,4045 ASHLAND RD,,ELDON,IA,52554,WAPELLO
161883,RHCHC WASHINGTON ELEMENTARY,406 E. MADISON AVE,,FAIRFIELD,IA,52556,JEFFERSON
161884,RHCHC PEKIN COMMUNITY SCHOOLS,1062 BIRCH AVE,,PACKWOOD,IA,52580,JEFFERSON
161885,COMMUNITY HEALTH CENTER OF DAYTON,24 S MAIN ST,,DAYTON,IA,50530-7698,WEBSTER
161886,RHCHC FAIRFIELD HIGH SCHOOL,605 E. BROADWAY,,FAIRFIELD,IA,52556,JEFFERSON
161887,RHCHC PENCE SCHOOL,1000 S 6TH ST,,FAIRFIELD,IA,52556,JEFFERSON
161888,RHCHC FAIRFIELD MIDDLE SCHOOL,404 W. FILLMORE AVE,,FAIRFIELD,IA,52556,JEFFERSON
161889,COMMUNITY HEALTH CARE INC,1616 CEDAR ST,,MUSCATINE,IA,52716-3453,MUSCATINE
161890,COMMUNITY HEALTH CARE INC,312 IOWA AVE,,MUSCATINE,IA,52761-3836,MUSCATINE
171800,HUNTER HEALTH CLINIC  INC.,2318 EAST CENTRAL AVENUE,,WICHITA,KS,67214,SEDGWICK
171804,KONZA PRAIRIE COMMUNITY HEALTH CTR,361 GRANT AVENUE,,JUNCTION CITY,KS,66441,GEARY
171806,GRACEMED HEALTH CLINIC  INC.,1122 NORTH TOPEKA STREET,,WICHITA,KS,67214,SEDGWICK
171809,FLINT HILLS COMMUNITY HEALTH  CENTER,420 WEST 15TH AVENUE,,EMPORIA,KS,66801,LYON
171810,UNITED METHODIST WESTERN KS MAM,712A SAINT JOHN STREET,,GARDEN CITY,KS,67845,FINNEY
171817,HEART OF KANSAS FAMILY HEALTH CARE,1905 19TH STREET,,GREAT BEND,KS,67530,BARTON
171820,COMMUNITY HEALTH CENTER OF SE KANSA,3011 NORTH MICHIGAN,1852,PITTSBURG,KS,66762,CRAWFORD
171822,SALINA FAMILY HEALTHCARE CENTER,651 EAST PRESCOTT AVENUE,,SALINA,KS,67401,SALINE
171824,PRAIRIESTAR HEALTH CENTER,2700 E 30TH AVE,,HUTCHINSON,KS,67502,RENO
171825,HEALTH MINISTRIES CLINIC  INC.,215 S. PINE,,NEWTON,KS,67114,HARVEY
171829,FIRST CARE CLINIC,105 WEST 13TH STREET  SUITE 5,,HAYS,KS,67601,ELLIS
171830,HEALTHCORE CLINIC  INC.,2707 EAST 21ST STREET NORTH,,WICHITA,KS,67214,SEDGWICK
171833,SHAWNEE COUNTY HEALTH AGENCY,1615 SW 8TH AVENUE,,TOPEKA,KS,66606,SHAWNEE
171844,HEARTLAND COMMUNITY HEALTH CENTER,346 MAINE STREET  SUITE 150,,LAWRENCE,KS,66044,DOUGLAS
171845,HEALTH PARTNERSHIP CLINIC  INC.,407 SOUTH CLAIRBORNE  SUITE 104,,OLATHE,KS,66062,JOHNSON
171852,GRACEMED OAKLAWN FAMILY CLINIC,5000 SOUTH CLIFTON  SUITE 200,,WICHITA,KS,67216,SEDGWICK
171853,KONZA PRAIRIE COMMUNITY HEALTH CTR,2030 TECUMSEH ROAD,,MANHATTAN,KS,66502,RILEY
171854,FLINT HILLS COMMUNITY HEALTH CENTER,1602 NORTH ELM STREET,,EUREKA,KS,67045,GREENWOOD
171855,GRACEMED - JARDINE FAMILY CLINIC,3610 EAST ROSS PARKWAY,,WICHITA,KS,67210,SEDGWICK
171856,COMMUNITY HEALTH CENTER IN COWLEY CO,221 W 8TH AVE,643,WINFIELD,KS,67156,COWLEY
171857,GRACEMED MEYER FAMILY CLINIC,755 WEST LINCOLN STREET,,WICHITA,KS,67213,SEDGWICK
171858,ATCHISON COMMUNITY HEALTH CLINIC,1412 N 2ND STREET,PO BOX 27,ATCHISON,KS,66002,ATCHISON
171859,HEALTH MINITRIES CLINIC HALSTEAD,126 MAIN STREET,,NEWTON,KS,67114,HARVEY
171860,FIRST CARE CLINIC VICTORIA SITE,208 MARC WAGNER DR,,VICTORIA,KS,67671,ELLIS
171861,COMMUNITY HLTH CTR OF SE KANSAS/PAR,2100 COMMERCE DRIVE,,PARSONS,KS,67357,LABETTE
171862,GRACEMED COMCARE CLINIC,1919 N AMIDON AVENUE SUITE 100,,WICHITA,KS,67203,SEDGWICK
171863,HOXIE MEDICAL CLINIC,826 18TH STREET  SUITE A,,HOXIE,KS,67740,SHERIDAN
171864,GRACEMED CAPITOL CLINIC,1615 SW 8TH AVENUE,,TOPEKA,KS,66606,SHAWNEE
171865,GRACEMED ABLAH FAMILY CLINIC,1415 W 31ST STREET SOUTH,,WICHITA,KS,67217,SEDGWICK
171866,GRACEMED HIGHLAND PARK CLINIC,2020 SE CALIFORNIA AVENUE,,TOPEKA,KS,66607,SHAWNEE
171867,UNITED METHODIST WESTERN KANSAS,202 WEST KANSAS AVENUE,,ULYSSES,KS,67880,GRANT
171868,SELDEN COMMUNITY CLINIC,112 NORTH KANSAS AVENUE,,SELDEN,KS,67757,SHERIDAN
171869,HEARTLAND COMMUNITY HEALTH CENTER,200 MAINE STREET,,LAWRENCE,KS,66044,DOUGLAS
171870,GRACEMED MCPHERSON FAMILY CLINIC,322 N MAIN STREET,,MCPHERSON,KS,67460-4308,MCPHERSON
171871,HEALTH PARTNERSHIP CLINIC  INC.,107 SOUTH MAIN STREET,,OTTAWA,KS,66067,FRANKLIN
171872,PRIMARY CARE PARTNERS-HMC,720 MEDICAL CENTER DR.  STE. 102,,NEWTON,KS,67114,HARVEY
171873,COMMUNITY HLTH CTR OF SE KANSAS/HUMB,1106 S 9TH ST,,HUMBOLDT,KS,66748-1934,ALLEN
171874,SALINA FAMILY HEALTHCARE ASHBY HOUSE,651 EAST PRESCOTT,,SALINA,KS,67401,SALINE
171875,LARNED CLINIC,522 BROADWAY STREET,,LARNED,KS,67550-3042,PAWNEE
171876,SHARON LEE FAMILY HEALTH CARE,340 SOUTHWEST BOULEVARD,,KANSAS CITY,KS,66103,WYANDOTTE
171877,WCHC - TURNER HOUSE CHILDRENS CLINI,21 N 12TH STREET  SUITE 300,,KANSAS CITY,KS,66102,WYANDOTTE
171878,FLINT HILLS COMMUNITY HEALTH CENTER,1500 SW BOULEVARD,,MADISON,KS,66860-8054,GREENWOOD
171879,STAFFORD CLINIC,412 GRAND AVE,,STAFFORD,KS,67578-2010,STAFFORD
171880,WYANDOTTE COMM HLTH CTR SILVER CITY,1428 S 32ND ST  SUITE 100,,KANSAS CITY,KS,66106-2160,WYANDOTTE
171881,WYANDOTTE COMM HLTH CTR - CCKC,444 MINNESOTA AVE  SUITE 100,,KANSAS CITY,KS,66101-2939,WYANDOTTE
171882,SALINA FAMILY HC DENTAL CLINIC,621 E PRESCOTT RD,,SALINA,KS,67401-7408,SALINA
171883,GRACEMED CLEARWATER FAMILY CLINIC,1122 NORTH TOPEKA,,WICHITA,KS,67214,SEDGWICK
171884,WYANDOTTE COMM HLTH ARGENTINE MS,2123 RUBY AVE,,KANSAS CITY,KS,66106-2990,WUANDOTTE
171885,CHC/SEK - PLEASANTON,11155 TUCKER ROAD,,PLEASANTON,KS,66075-8401,LINN
171886,CHC/SEK - ARMA CLINIC,601 E WASHINGTON STREET,,ARMA,KS,66712-4001,CRAWFORD
171887,COMMUNITY HEALTH CENTER OF SE KANSAS,401 WOODLAND HILLS,,FORT SCOTT  KS 66701-2438,KS,66701-8797,BOURBON
171888,CHC/SEK - WALK IN CARE FORT SCOTT,1624 S NATIONAL AVE.,,FORT SCOTT,KS,66701-2645,BOURBON
171889,CHC/SEK - MOUND CITY,302 N FIRST STREET,,MOUND CITY,KS,66056-5279,LINN
171890,HUNTER HEALTH AT OPEN DOOR,402 E 2ND ST N,,WICHITA,KS,67202,SEDGWICK
171891,CHC/SEK PITTSBURG HIGH SCHOOL CLINI,1978 E 4TH ST,,PITTSBURG,KS,66762-9100,CRAWFORD
181000,ROBERT B TURNER ELEMENTARY HEALTHY K,PO BOX 1080,,BURKESVILLE,KY,42717,FRANKLIN
181001,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,FRANKLIN
181002,ANDERSON COUNTY HIGH,PO BOX 1080,,BURKESVILLE,KY,42717,FRANKLIN
181003,CUMBERLAND FAMILY MEDICAL CENTER INC,PO BOX 1080,,BURKESVILLE,KY,42717,LINCOIN
181004,ANDERSON COUNTY MIDDLE,PO BOX 1080,,BURKESVILLE,KY,42717,FRANKLIN
181006,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,OWEN
181007,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,PULASKI
181008,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LINCOLN
181009,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,WOODFORD
181010,GRACE COMMUNITY HEALTH CENTER,1419 CUMBERLAND FALLS HWY,,CORBIN,KY,40701,WHITLEY
181011,GRACE COMMUNITY HEALTH CENTER,21154 HWY 421,,HYDEN,KY,41749,LESLIE
181012,COMM HEALTH CENTERS W KENTUCY,480 HOPKINSVILLE STREET,,GREENVILLE,KY,42345,TODD
181013,NICHOLAS FAMILY HEALTH SERVICES,2330 CONCRETE ROAD,,CARLISLE,KY,40311,NICHOLAS
181014,KENTUCKYCARE 63,211 SOUTH 8TH STREET,,MAYFIELD,KY,42066,GRAVES
181015,STERLING HEALTH SOLUTIONS INC,209 N MAYSVILLE ST. SUITE 200,,MOUNT STERLIN,KY,40353,MONTGOMERY
181016,STERLING HEALTH SOLUTIONS INC.,209 N MAYSVILLE ST.  SUITE 200,,MOUNT STERLING,KY,40353,MONTGOMERY
181017,STERLING HEALTH SOLUTIONS  INC.,209 N MAYSVILLE ST.  SUITE 200,,MOUNT STERLING,KY,40353,MONTGOMERY
181018,STERLING HEALTH SOLUTIONS INC,209 N MAYSVILLE ST. SUITE 200,,MOUNT STERLING,KY,40353,MONTGOMERY
181019,STERLING HEALTH SOLUTIONS INC,209 N MAYSVILLE ST. SUITE 200,,MOUNT STERLING,KY,43053,MONTGOMERY
181020,STERLING HEALTH SOLUTIONS INC.,209 N. MAYSVILLE ST.  SUITE 200,,MOUNT STERLING,KY,40353,MONTGOMERY
181021,AUDUBON AREA COMMUNITY CARE CLINIC I,819 E 9TH STREET,,OWENBORO,KY,42302-1847,DAVIESS
181022,JUNIPER HEALTH MORGAN COUNTY,PO BOX 690,,BEATTYVILLE,KY,41311,MORGAN
181023,MANCHESTER ELEMENTARY SCHOOL BASED H,1908 N HIGHWAY 421,,MANCHESTER,KY,40962,WHITLEY
181024,MANCHESTER ELEMENTARY SCHOOL BASED H,1908 N HIGHWAY 421,,MANCHESTER,KY,40962,WHITLEY
181025,GRACE COMMUNITY,1019 CUMBERLAND FALLS HWY,,CORBIN,KY,40701,LESLIE
181026,FRAKES SCHOOL BASED HEALTH CLINIC,1019 CUMBERLAND FALLS HWY  SUITE B20,,CORBIN,KY,40701,WHITLEY
181027,CORBIN PRIMARY SCHOOL BASED HEALTH C,1019 CUMBERLAND FALLS HWY  SUITE B20,,CORBIN,KY,40701,WHITLEY
181028,BELL CENTRAL SCHOOL BASED HEALTH CLI,9821 US HIGHWAY 25E,,PINEVILLE,KY,40977,BELL
181029,LONE JACK SCHOOL BASED HEALTH CLINIC,1019 CUMBERLAND FALLS HWY  SUITE B20,,CORBIN,KY,40701,KNOX
181030,CORBIN HIGH SCHOOL BASED HEALTH CLIN,1019 CUMBERLAND FALLS HWY  SUITE B20,,CORBIN,KY,40701,WHITLEY
181031,CORBIN HIGH SCHOOL BASED HEALTH CLIN,1019 CUMBERLAND FALLS HWY  SUITE B20,,CORBIN,KY,40701,WHITLEY
181032,YELLOW CREEK SCHOOL BASED HEALTH CLI,1019 CUMBERLAND FALLS HWY  SUITE B20,,CORBIN,KY,40701,BELL
181033,CORBIN MIDDLE SCHOOL BASED HEALTH CL,1019 CUMBERLAND FALLS HWY  SUITE B20,,CORBIN,KY,40701,WHITLEY
181034,CORBIN EDUCATIONAL CENTER SCHOOL BAS,1019 CUMBERLAND FALLS HWY  SUITE B20,,CORBIN,KY,40701,WHITLEY
181035,TRIAD HEALTH SYSTEMS  INC,329 FLOYD DRIVE  SUITE A,,CARROLLTON,KY,41008,CARROLL
181036,PAGE SCHOOL BASED HEALTH CLINIC,1019 CUMBERLAND FALLS HWY  SUITE B20,,CORBIN,KY,40701,BELL
181037,WOMENS CARE OF LAKE CUMBERLAND,333 BOGLE ST,,SOMERSET,KY,42503,PULASKI
181038,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42748,LARUE
181039,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LARUE
181040,HEALTH FIRST COMMUNITY HEALTH CENTER,1100 S JEFFERSON STREET,,PRINCETON,KY,42445,CALDWELL
181041,WB MUNCY ELEMENTARY SCHOOL BASED HEA,1019 CUMBERLAND FALLS HWY  STE B201,,CORBIN,KY,40701,LESLIE
181042,FAMILY HEALTH CENTERS,PO BOX 950244,,LOUSIVILLE,KY,40295,JEFFERSON
181043,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LARUE
181044,GRACE COMMUNITY,1019 CUMBERLAND FALLS HWY,,CORBIN,KY,40701,BELL
181045,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LARUE
181046,BURNING SPRINGS ELEMENTARY SCHOOL BA,1019 CUMBERLAND FALLS HWY  SUITE B 2,,CORBIN,KY,40701,CLAY
181047,GRACE COMMUNITY,1019 CUMBERLAND FALLS HWY,,CORBIN,KY,40701,CLAY
181048,GRACE COMMUNITY HEALTH CENTER INC,710 WEST 8TH STREET,,CORBIN,KY,40701,WHITLEY
181050,CLOVER FORK OUTPATIENT MEDICAL PROJ,209 E MOUND STREET,,HARLAN,KY,40831,HARLAN
181051,WELLNESS ON WHEELS,360 KEEN ST,,BURKESVILLE,KY,42717,CUMBERLAND
181052,CORBIN INTERMEDIATE SCHOOL BASED HEA,1019 CUMBERLAND FALLS HWY,,CORBIN,KY,40701,WHITLEY
181053,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LINCOLN
181054,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,CASEY
181055,GRACE COMMUNITY HEALTH CENTER,60 K 3441,,BARBOURVILLE,KY,40906,KNOX
181056,ALBANY FAMILY MEDICAL,127 FOOTHILLS AVE STE 1,,ALBANY,KY,42602,CLINTON
181057,WHITE HOUSE CLINIC,89 FARRA DRIVE,,LANCASTER,KY,40444,GARRARD
181058,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LINCOLN
181059,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LINCOLN
181060,GIRDLER ELEMENTARY SCHOOL BASED HEAL,5452 N KY 11,,GIRDLER,KY,40943,KNOX
181061,MIDDLESBORO CAMPUS CLINIC,PO BOX 40,,WHITESBURG,KY,41858,BELL
181062,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LINCOLN
181063,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LINCOLN
181064,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LINCOLN
181065,MCKINNEY ELEMENTARY HEALTHY KIDS CLI,3425 KY HWY 198 W,,MCKINNEY,KY,40448,LINOLN
181066,LARUE FAMILY MEDICAL,215 E MAIN STREET,,HODGENVILLE,KY,42748,LARUE
181067,CUMBERLAND FAMILY,PO BOX 1080,,BURKESVILLE,KY,42717,LINCOLN
181068,JESSE D LAY ELEMENTARY SCHOOL BASED,220 N ALLISON AVE.,,BRBOURVILLE,KY,40906,KNOX
181069,GRACE COMMUNITY HEALTH CENTER  INC.,110 KENTUCKY 3085,,FLAT ROCK,KY,40935,KNOX
181070,GRACE COMMUNITY HEALTH CENTER INC.,210 WALL ST.,,BARBOURVILLE,KY,40906,KNOX
181071,GRACE COMMUNITY HEALTH CENTER INC,100 NORTH KENTUCKY 830,,CORBIN,KY,40701,KNOX
181072,KNOX CENTRAL HIGH SCHOOL BASED HEALT,100 PANTHER WAY,,BARBOURVILLE,KY,40906,KNOX
181073,KNOX COUNTY MIDDLE SCHOOL BASED HEAL,311 NORTH MAIN STREET,,BARBOURVILLE,KY,40906,KNOX
181074,LYNN CAMP ELEMENTARY SCHOOL BASED HE,366 NORTH KENTUCKY 830,,CARBIN,KY,40701,KNOX
181075,CENTRAL ELEMENTARY SCHOOL BASED HEAL,1000 KENTUCKY 3439,,BARBOURVILLE,KY,40906,KNOX
181076,GREENSBURG HEALTHCARE,2680 CAMPBELLSVILLE RD.,,GREENSBURG,KY,42743,GREEN
181077,HEALTHPOINT FAMILY CARE,405 VIOLET DRIVE,,CRITTENDEN,KY,41030,GRANTON
181078,CLOVER FORK OUTPATIENT MEDICAL PROJ,101 CHAD STREET,,HARLAN,KY,40828,HARLAN
181079,FIRST CHOICE IMMEDIATE CARE,197 WILL WALKER ROAD,,COLUMBIA,KY,42728,ADAIR
181080,GREENSBURG FAMILY MEDICAL,1911 CAMPBELLSVILLE ROAD,,GREENSBURG,KY,42743,GREEN
181081,HOMPLACE CLINIC,401 S FRONT AVE,,PRESTONSBURG,KY,41653,PIKE
181082,HOMPLACE CLINIC,104 S FRONT AVE,,PRESTONSBURG,KY,41653,PIKE
181083,HOMPLACE CLINIC PRESTONSBURG,104 S FRONT AVE,,PRESTONSBURG,KY,41653,FLOYD
181084,HOMPLACE CLINIC OF LOUISA,104 S FRONT AVE,,PRESTONSBURG,KY,41653,LAWRENCE
181085,STERLING HEALTH SOLUTIONS INC.,105 BRANDON WAY,,MOUNT STERLIN,KY,40353,MONTGOMERY
181086,MONTGOMERY DENTAL,236 W. MAIN ST,,MOUNT STERLING,KY,40353,MONTGOMERY
181087,BIG SANDY HEALTH CARE,1709 KY ROUTE 321  STE 3,,PRESTONSBURG,KY,41621,FLOYD
181088,CORBIN MIDDLE SCHOOL BASED HEALTH CA,50 ED MCNEEL DR.,,CORBIN,KY,40701,WHITLEY
181089,PINEVILLE INDEPENDENT,PO BOX 40,,WHITESBURG,KY,41858,BELL
